lyric,occurence,pos
said,33,VD
shine,33,N
well,33,ADV
body,32,N
everybody,32,PRO
money,32,N
nigga,32,
same,32,DET
u,32,PRO
eyes,31,N
i'd,31,
kiss,31,V
leave,31,V
or,31,CNJ
party,31,N
stay,31,V
without,31,P
cake,30,N
doesn't,30,V
getting,30,VG
gotta,30,VBN+TO
heard,30,VD
high,30,ADJ
sexy,30,ADJ
sky,30,N
again,29,ADV
bright,29,ADJ
going,29,VG
off,29,ADV
beat,28,N
close,28,ADV
cup,28,N
makes,28,VBZ
sometimes,28,ADV
together,28,ADV
used,28,VN
beautiful,27,ADJ
diamond,27,N
fire,27,N
head,27,N
into,27,P
mind,27,N
why,27,WH
wish,27,V
alone,26,ADV
bad,26,ADJ
diamonds,26,N
find,26,V
light,26,N
mean,26,V
niggas,26,
around,25,P
found,25,VN
friends,25,N
help,25,V
knew,25,VD
place,25,N
play,25,V
you'd,25,PRO
you've,25,PRO
best,24,ADJ
hand,24,N
lips,24,N
met,24,VD
name,24,N
our,24,PRO
rack-rack,24,
somebody,24,PRO
sun,24,N
you'll,24,PRO
left,23,VN
someone,23,PRO
stop,23,V
true,23,ADJ
understand,23,V
what's,23,WH
awake,22,ADJ
care,22,N
didn't,22,V
enough,22,DET
fuck,22,V
made,22,VN
mine,22,PRO
side,22,N
wild,22,ADJ
-,21,P
burn,21,V
calling,21,VG
deep,21,ADJ
ho,21,
hoo,21,
maybe,21,ADV
miss,21,V
other,21,DET
stand,21,V
wide,21,ADJ
wiggle,21,N
boy,20,N
dance,20,N
else,20,ADV
everything,20,PRO
lose,20,V
new,20,ADJ
ride,20,V
things,20,N
till,20,CNJ
before,19,CNJ
better,19,ADJ
cause,19,N
end,19,N
fell,19,VD
fly,19,V
hoe,19,
international,19,ADJ
live,19,V
own,19,ADJ
ridin',19,
somethin',19,PRO
sure,19,ADJ
until,19,CNJ
an,18,DET
bed,18,N
girls,18,N
hotter,18,ADJ
inside,18,P
jagger,18,
morning,18,N
moves,18,VBZ
para-para-paradise,18,
rock,18,N
rolling,18,VG
save,18,V
set,18,VN
shake,18,V
sweet,18,ADJ
talks,18,N
touch,18,N
ye,18,PRO
'round,17,ADV
alive,17,ADJ
cashin',17,
doing,17,VG
falling,17,VG
gangnamseutail,17,
kill,17,V
low,17,ADJ
most,17,DET
number,17,N
rain,17,N
stereo,17,N
those,17,DET
two,17,NUM
we've,17,PRO
wouldn't,17,MOD
another,16,DET
anything,16,PRO
ask,16,V
damn,16,ADJ
door,16,N
first,16,NUM
floor,16,N
hope,16,N
hopeless,16,ADJ
hurt,16,V
meant,16,VD
myself,16,PRO
red,16,ADJ
sound,16,N
stronger,16,ADJ
talking,16,VG
these,16,DET
trying,16,VG
waiting,16,VG
walk,16,V
wrong,16,ADJ
a-ooh,15,
big,15,ADJ
blown,15,VN
change,15,N
club,15,N
done,15,VN
everywhere,15,ADV
face,15,N
feels,15,VBZ
full,15,ADJ
gave,15,VD
gets,15,VBZ
glad,15,ADJ
matter,15,N
meet,15,V
might,15,MOD
oooh,15,
stars,15,N
stupid,15,ADJ
whoa-oh-oh-oh,15,
5,14,NUM
beats,14,VBZ
control,14,N
dream,14,N
fucking,14,
he's,14,PRO
here's,14,ADV
keisha,14,
la,14,FW
nina,14,
old,14,ADJ
part,14,N
rack,14,N
remember,14,V
song,14,N
swear,14,V
tears,14,N
thought,14,VD
through,14,P
whoa,14,
woah,14,
afraid,13,ADJ
belong,13,V
drink,13,N
goes,13,VBZ
gone,13,VN
hit,13,V
lady,13,N
o'clock,13,ADV
open,13,ADJ
pay,13,V
radio,13,N
shut,13,VN
sleep,13,N
soul,13,N
throw,13,V
wanted,13,VD
while,13,CNJ
yes,13,ADV
along,12,P
aye,12,ADV
bigger,12,ADJ
blue,12,ADJ
both,12,DET
climax,12,N
crazy,12,ADJ
dancing,12,VG
did,12,V
drop,12,V
fill,12,V
forget,12,V
god,12,N
motherfucker,12,
nights,12,N
obban,12,
ohh,12,
running,12,VG
scream,12,N
slow,12,ADJ
start,12,V
thousand,12,NUM
wait,12,V
babe,11,
believe,11,V
bet,11,V
bit,11,N
black,11,ADJ
carry,11,V
forever,11,ADV
higher,11,ADJ
imma,11,
instead,11,ADV
jeans,11,
learn,11,V
lost,11,VN
loved,11,VD
missed,11,VN
phone,11,N
road,11,N
shoot,11,V
something,11,PRO
started,11,VD
though,11,CNJ
times,11,N
took,11,VD
truck,11,N
yourself,11,PRO
air,10,N
alarm,10,N
brown,10,ADJ
chance,10,N
coming,10,VG
cool,10,ADJ
drunk,10,ADJ
front,10,N
giving,10,VG
gold,10,N
house,10,N
hurts,10,VBZ
listen,10,V
lonely,10,ADJ
miami,10,
million,10,NUM
moonlight,10,N
nobody,10,PRO
please,10,V
pretty,10,DET
ready,10,ADJ
roll,10,V
sanai,10,
sing,10,V
smile,10,N
smokin',10,
solo,10,N
they're,10,PRO
went,10,VD
'emwhoop,9,
after,9,P
called,9,VN
cloud,9,N
condo,9,
drive,9,N
fight,9,N
finally,9,ADV
friend,9,N
goodbye,9,UH
ha,9,UH
happen,9,V
he,9,PRO
late,9,ADJ
oooooo,9,
played,9,VD
should,9,MOD
skies,9,N
skin,9,N
sleeping,9,VG
standing,9,VG
stood,9,VD
taking,9,VG
titanium,9,N
top,9,N
uh,9,
under,9,P
we'll,9,PRO
whoo,9,
word,9,N
york,9,
36,8,NUM
admit,8,V
already,8,ADV
behave,8,V
boyfriend,8,
brokenhearted,8,
clear,8,ADJ
closer,8,ADV
couldn't,8,MOD
dark,8,ADJ
each,8,DET
geurae,8,
hi,8,
his,8,PRO
hook,8,N
hot,8,ADJ
hunnids-hunnids,8,
isn't,8,V
losing,8,VG
making,8,VG
neo,8,
nowhere,8,ADV
o's,8,
ohhh,8,
pain,8,N
probably,8,ADV
reached,8,VD
stuck,8,VN
town,8,N
trouble,8,N
want-want,8,
win,8,V
yeoja,8,
'til,7,
2,7,NUM
adorn,7,V
begin,7,V
broke,7,VD
car,7,N
caught,7,VD
clouds,7,N
dirty,7,ADJ
domino,7,
doubt,7,N
dreamin',7,
dreams,7,N
eye,7,N
far,7,ADV
fast,7,ADV
field,7,N
game,7,N
girlfriend,7,
gon',7,
groovy,7,
ground,7,N
harder,7,ADV
hate,7,V
heat,7,N
hell,7,N
hide,7,V
honey,7,N
hoping,7,VG
ice,7,N
kinda,7,DET
lies,7,VBZ
melody,7,N
okay,7,ADJ
oklahoma,7,
pitbull,7,
pull,7,V
roof,7,N
saw,7,VD
second,7,NUM
straight,7,ADJ
taller,7,ADJ
telling,7,VG
throwing,7,VG
tryin',7,
water,7,N
worst,7,ADJ
y'all,7,PRO
years,7,N
9,6,NUM
almost,6,ADV
angeles,6,
any,6,DET
ball,6,N
bar,6,N
bedroom,6,N
beer,6,N
bill,6,N
blind,6,ADJ
bombs,6,N
boom,6,N
bought,6,VD
brain,6,N
breaks,6,VBZ
brighter,6,ADJ
brought,6,VD
catch,6,V
changing,6,VG
chevy,6,
chris,6,
clothes,6,N
cold,6,ADJ
conversation,6,N
cried,6,VD
deserve,6,V
drank,6,VD
easy,6,ADJ
feelin',6,
felt,6,VD
fine,6,ADJ
glass,6,N
guess,6,V
happy,6,ADJ
kissed,6,VD
knows,6,VBZ
la-la,6,
lasts,6,VBZ
lie-ee-i-ee-i,6,
lmfao,6,
looked,6,VD
los,6,
lot,6,N
loud,6,ADJ
louder,6,ADJ
memory,6,N
mhmm,6,
moon,6,N
move,6,V
movie,6,N
naneun,6,
ni,6,
nom,6,
note,6,N
overwhelmed,6,VN
payphone,6,
picture,6,N
pontoon,6,
pound,6,N
proceed,6,V
pussy,6,N
rough,6,ADJ
saying,6,VG
scared,6,VN
screaming,6,VG
seat,6,N
seem,6,V
seen,6,VN
separate,6,ADJ
shame,6,N
short,6,ADJ
singing,6,VG
sittin',6,
springsteen,6,
star,6,N
starships,6,
step,6,N
stone,6,N
stones,6,N
sunlight,6,N
swag,6,
tailgate,6,N
taste,6,N
tattoo,6,
there'll,6,EX
thinking,6,VG
thoughts,6,N
throwin',6,VG
tight,6,ADJ
tongue,6,N
using,6,VG
verse,6,N
ways,6,N
we'd,6,PRO
whi-whistle,6,
white,6,ADJ
whole,6,ADJ
yo,6,
against,5,P
alright,5,
anymore,5,ADV
arms,5,N
because,5,CNJ
beg,5,V
birds,5,N
birthday,5,N
block,5,N
boring,5,VG
bottle,5,N
boys,5,N
check,5,N
choose,5,V
class,5,N
comin',5,N
cut,5,V
died,5,VD
doctor,5,N
drake,5,
en,5,FW
everyday,5,ADJ
fantasy,5,N
faster,5,ADV
feet,5,N
flying,5,VG
funny,5,ADJ
gettin',5,VG
geureon,5,
grab,5,V
guitar,5,N
hair,5,N
hoes,5,N
letting,5,VG
life's,5,N
lookin',5,
loving,5,VG
mad,5,ADJ
miles,5,N
mr,5,
naked,5,ADJ
oh-oh,5,
ones,5,N
pants,5,N
people,5,N
playin',5,VG
pretended,5,VN
promises,5,VBZ
quicker,5,ADJ
rays,5,N
shoes,5,N
shy,5,ADJ
sick,5,ADJ
singin',5,
slide,5,N
slowly,5,ADV
snuck,5,
somewhere,5,ADV
soon,5,ADV
speakers,5,N
spell,5,N
spent,5,VN
spin,5,V
stairs,5,N
staring,5,VG
sticks,5,N
stopping,5,VG
strong,5,ADJ
sweetheart,5,N
tan,5,ADJ
tear,5,V
ten-ten-ten,5,
test,5,N
three,5,NUM
tomorrow,5,N
trust,5,V
twenties,5,N
universe,5,N
watch,5,V
wind,5,N
wit',5,
woke,5,VD
women,5,N
worth,5,ADJ
wrist,5,N
year,5,N
yesterday,5,N
yours,5,PRO
1,4,NUM
across,4,P
act,4,N
adore,4,V
allen,4,
anybody,4,PRO
areumdaweo,4,
arm,4,N
|baby,|,4,
bag,4,N
baro,4,
bee,4,N
being,4,V
bliss,4,N
blows,4,VBZ
breathe,4,V
broken,4,VN
buzz,4,N
champagne,4,N
chances,4,N
cheerio,4,
climbing,4,VG
commit,4,V
counts,4,N
crashing,4,VG
creeping,4,VG
cross,4,V
crowd,4,N
dancin',4,
darling,4,N
dash,4,N
days,4,N
deal,4,N
desperately,4,ADV
dick,4,
dreaming,4,VG
drums,4,N
everyone,4,PRO
excuse,4,N
fact,4,N
fear,4,N
fifties,4,N
finish,4,V
flip,4,V
flo,4,
forced,4,VN
fucked,4,
globe,4,N
goodbyes,4,
green,4,ADJ
guy,4,N
half,4,DET
hammer,4,N
havana,4,
heart's,4,N
highlight,4,N
hmm,4,
holding,4,VG
huh,4,UH
hundred,4,NUM
ignorance,4,N
july,4,
jumpin',4,
keeps,4,VBZ
keys,4,N
killing,4,N
knees,4,N
known,4,VN
lada,4,
land,4,N
lauren,4,
lean,4,V
leaving,4,VG
lighter,4,ADJ
lily,4,
lives,4,N
looks,4,VBZ
lord,4,N
luck,4,N
magnetic,4,ADJ
maroon,4,ADJ
mat,4,N
mile,4,N
motto,4,N
named,4,VN
neck,4,N
nothin',4,PRO
ol',4,ADJ
paralyzed,4,VN
pass,4,V
pitch,4,N
plans,4,N
platinum,4,N
pour,4,V
ray,4,N
realize,4,V
reason,4,N
remind,4,V
restaurant,4,N
rida,4,
rihanna,4,
ring,4,N
rope,4,N
sarangseureoweo,4,
scars,4,N
scene,4,N
sense,4,N
shining,4,VG
shufflin',4,
sia,4,
silver,4,N
sip,4,N
sit,4,V
slamming,4,VG
smoke,4,N
sorry,4,ADJ
sounds,4,N
space,4,N
spend,4,V
starting,4,VG
street,4,N
sugar,4,N
summer,4,N
sundress,4,
ten,4,NUM
their,4,PRO
thinkin',4,
touched,4,VD
track,4,N
treat,4,V
truth,4,N
try'na,4,
turned,4,VD
type,4,N
undone,4,VN
walls,4,N
wasn't,4,V
wasted,4,VN
wherever,4,WH
whiskey,4,N
whisper,4,N
window,4,N
worse,4,ADJ
wrap,4,V
yellow,4,ADJ
'fore,3,CNJ
'less,3,
2-ply,3,
ache,3,N
agent,3,N
aim,3,N
amazing,3,ADJ
aneun,3,
anyone,3,PRO
attack,3,N
aww,3,
bass,3,N
behind,3,P
bench,3,N
betting,3,VG
between,3,P
bitches,3,
bleeding,3,VG
blowin',3,
board,3,N
bomb,3,N
bones,3,N
bottom,3,N
breaking,3,VG
breathing,3,VG
brick,3,N
bugatti,3,
bulletproof,3,
buy,3,V
cash,3,N
catchin',3,
chains,3,N
chainz,3,
chase,3,N
chat,3,N
chit,3,
climb,3,V
clowns,3,N
colder,3,ADJ
cole,3,
company,3,N
corn,3,N
couple,3,N
crawling,3,VG
credit,3,N
crew,3,N
crown,3,N
cruise,3,N
cry,3,N
cryin',3,
crying,3,VG
daddy,3,
dat,3,
dead,3,ADJ
death,3,N
deny,3,V
desert,3,N
dive,3,N
do's,3,
does,3,V
drag,3,V
dried,3,VN
drip,3,N
dropped,3,VD
drowned,3,VD
drum,3,N
ear,3,N
eastside,3,
eeeeee,3,
exist,3,V
ey,3,
fairytales,3,
farmer's,3,N
favorite,3,ADJ
fighter,3,N
five,3,NUM
flew,3,VD
footsteps,3,N
future,3,N
gas,3,N
gentleman,3,N
ghost,3,N
givin',3,VG
happens,3,VBZ
harry,3,V
he'll,3,PRO
headed,3,VN
hearts,3,N
hefty,3,
heh,3,
homeless,3,
honest,3,ADJ
hour,3,N
keeping,3,VG
key,3,N
kind,3,N
laugh,3,N
lay,3,VD
lift,3,V
livin',3,
longer,3,ADV
ma'am,3,N
maker,3,N
makin',3,
mama's,3,
many,3,DET
middle,3,ADJ
minutes,3,N
mistake,3,N
mom,3,N
month,3,N
motion,3,N
motorboatin',3,
nah,3,
no-o-ote,3,
numbness,3,N
ooh-ooh-oh-oh,3,
pack,3,N
palms,3,N
past,3,N
photo,3,N
piece,3,N
pink,3,ADJ
pit,3,N
plan,3,N
plays,3,N
plus,3,CNJ
poppin',3,
raise,3,V
reach,3,V
record,3,N
records,3,N
rest,3,N
ricochet,3,
ringin',3,
ripped,3,VD
rise,3,N
rocking,3,N
room,3,N
runnin',3,VG
rush,3,N
santa,3,
saturday,3,
searching,3,VG
seems,3,VBZ
self,3,N
sell,3,V
serious,3,ADJ
shack,3,N
shadow,3,N
share,3,N
shatter,3,V
she'd,3,PRO
shirt,3,N
shot,3,N
sight,3,N
since,3,CNJ
sins,3,N
sister,3,N
sleeps,3,VBZ
sleeve,3,N
soaked,3,VN
somehow,3,ADV
soundtrack,3,
spinning,3,VG
spot,3,N
stare,3,V
starving,3,VG
states,3,N
sting,3,N
stopped,3,VD
stops,3,N
stormy,3,ADJ
story,3,N
stranger,3,N
sue,3,V
summertime,3,N
table,3,N
tengo,3,
thanks,3,N
they'd,3,PRO
threw,3,VD
tie,3,N
tip,3,N
today,3,N
toes,3,N
tune,3,N
turning,3,VG
vision,3,N
voice,3,N
walking,3,VG
waste,3,N
watched,3,VD
watching,3,VG
waterfall,3,N
wattup,3,
waves,3,N
wear,3,V
wheel,3,N
whenever,3,WH
wohh,3,
wondering,3,VG
worldwide,3,ADJ
worry,3,V
yet,3,ADV
yolo,3,
'born,2,
'n',2,CNJ
100,2,NUM
25,2,NUM
305,2,
5:,2,
aaaaahhhhh,2,
above,2,P
acting,2,VG
affect,2,V
ago,2,ADV
ahead,2,ADV
airplane,2,N
anyway,2,ADV
apart,2,ADV
apologize,2,V
argue,2,V
ashamed,2,ADJ
ashes,2,N
asked,2,VD
asleep,2,ADV
australia,2,
bags,2,N
bami,2,
beach,2,N
bees,2,N
beggin',2,
believed,2,VD
belt,2,N
benett,2,
bennett,2,
billion,2,NUM
blame,2,V
bless,2,V
blew,2,VD
boijiman,2,
boomerang,2,N
booming,2,VG
born,2,VN
borrow,2,V
bottles,2,N
boulevard,2,N
bow,2,N
bows,2,N
brand,2,N
brave,2,ADJ
breath,2,N
breathless,2,ADJ
bridges,2,N
bring,2,V
bringin',2,
bringing,2,VG
build,2,V
building,2,N
built,2,VN
bullets,2,N
burned,2,VN
bus,2,N
busy,2,ADJ
butt,2,N
buying,2,VG
callin',2,VG
calls,2,VBZ
candles,2,N
cars,2,N
cast,2,N
cell,2,N
cement,2,N
changed,2,VN
cheap,2,ADJ
cheese,2,N
child,2,N
chillin',2,
clock,2,N
closed,2,VN
closes,2,VBZ
closet,2,N
collect,2,V
concrete,2,N
convinced,2,VN
cooler,2,ADJ
core,2,N
county,2,N
cover,2,V
crack,2,N
cracks,2,N
crappy,2,
creek,2,N
crosses,2,VBZ
crystal,2,N
dade,2,
dale,2,
danced,2,VD
ddaen,2,
ddasaroun,2,
ddwineun,2,
decided,2,VD
deggaji,2,
deja,2,FW
demons,2,N
den,2,
devil,2,N
different,2,ADJ
distance,2,N
doors,2,N
dope,2,N
downtown,2,N
dreamed,2,VN
drinking,2,VG
drove,2,VD
dusty,2,ADJ
earth,2,N
ease,2,N
eaten,2,VN
ecstasy,2,N
ego,2,N
energy,2,N
expect,2,V
expected,2,VN
family,2,N
fat,2,ADJ
fe,2,
fever,2,N
few,2,DET
fiction,2,N
fighting,2,VG
finished,2,VN
flames,2,N
flight,2,N
flocks,2,
flow,2,N
flown,2,VN
fo',2,
fool,2,N
force,2,N
frankly,2,ADV
freak,2,N
freaky,2,
free,2,ADJ
fried,2,VN
fuckin',2,
g,2,N
gabolgga,2,
gal,2,N
games,2,N
genre,2,N
geu,2,
given,2,VN
glory,2,N
goin',2,VG
goonrock],2,
granted,2,VN
gravity,2,N
guilty,2,ADJ
gun,2,N
guys,2,N
guzzle,2,V
gym,2,N
h-town,2,
halfway,2,ADV
handle,2,V
hang,2,V
happened,2,VD
haul,2,V
haven't,2,V
hay,2,N
heavy,2,ADJ
hero,2,N
heroes,2,N
hiding,2,VG
him,2,PRO
hitch,2,N
holdin',2,VG
honor,2,N
hood,2,N
hop,2,
hoped,2,VD
hopped,2,VD
hunndids-hunnids,2,
i'mma,2,
indiana,2,
insane,2,ADJ
issneun,2,
it'll,2,PRO
j,2,
jeep,2,N
jigeumbuteo,2,
jom,2,
keopi,2,
kindly,2,ADJ
king,2,N
ladies,2,N
le-le-le-let,2,
lead,2,V
least,2,DET
lil,2,
lion,2,N
lion's,2,N
list,2,N
loose,2,ADJ
lucky,2,ADJ
lying,2,VG
mac,2,
machine,2,N
magic,2,ADJ
mall,2,N
mama,2,
matching,2,VG
maybach,2,
melt,2,V
men,2,N
mercy,2,N
mess,2,N
minds,2,N
mistakes,2,N
mixer,2,N
mmm,2,
mmmmmmm,2,
motherfucking,2,
movin',2,
moving,2,VG
mudslide,2,
must,2,MOD
muzzle,2,N
mweol,2,
nails,2,N
najeneun,2,
needed,2,VN
needs,2,N
next,2,DET
nicki,2,
nightclub,2,N
nol,2,
noneun,2,
nough,2,
ohhhh,2,
omyeon,2,
oneoneone,2,
onto,2,P
outta,2,
pair,2,N
palm,2,N
paper,2,N
paradise,2,N
passed,2,VD
passion,2,N
patron,2,N
peace,2,N
pick,2,V
picked,2,VD
pieces,2,N
pimpin',2,
places,2,N
plains,2,N
plastic,2,N
point,2,N
private,2,ADJ
prowl,2,V
psssh,2,
pulled,2,VD
pulling,2,VG
purple,2,ADJ
push,2,V
quicksand,2,
quite,2,DET
rags,2,N
raincheck,2,
raining,2,VG
raised,2,VN
rap,2,N
reaching,2,VG
redone,2,
relax,2,V
reminded,2,VD
rent,2,V
reppin',2,
rescue,2,N
returned,2,VD
rhythm,2,N
rip,2,V
roads,2,N
round,2,ADJ
rules,2,N
runs,2,N
saddle,2,N
sang,2,VD
says,2,VBZ
school,2,N
scion,2,N
secret,2,ADJ
seeing,2,VG
sets,2,N
settle,2,V
seven,2,NUM
seventeen,2,NUM
shades,2,N
shark,2,
she'll,2,PRO
she's,2,PRO
sho',2,ADV
shooting,2,VG
shorty,2,
shots,2,N
should've,2,
shouldn't'a,2,
shout,2,V
showin',2,VG
simjangi,2,
skeet,2,N
skip,2,V
sky's,2,N
slept,2,VD
slip,2,N
slipping,2,VG
small,2,ADJ
snow,2,N
sold,2,VN
spark,2,N
sparking,2,
stack,2,N
stacking,2,VG
starin',2,
state,2,N
steal,2,V
steel,2,N
stone-hard,2,
stoop,2,V
style,2,N
sunday,2,
sunset,2,N
suntanned,2,
super,2,ADJ
surprise,2,N
surround,2,V
t-pain,2,
t-shirt,2,
talkin',2,VG
tall,2,ADJ
tame,2,ADJ
tearing,2,VG
tells,2,VBZ
tension,2,N
thank,2,V
that'll,2,
tippy,2,
tough,2,ADJ
trash,2,N
travie,2,
trick,2,N
trippin',2,
tub,2,N
twice,2,ADV
twilight,2,N
twinkle,2,N
understands,2,VBZ
understood,2,VN
underwater,2,ADJ
uninvited,2,ADJ
unless,2,CNJ
upon,2,P
upset,2,VN
ur,2,
use,2,N
vain,2,ADJ
vu,2,
waist,2,N
waking,2,VG
wants,2,VBZ
war,2,N
wash,2,N
wave,2,N
wayne,2,
weak,2,ADJ
week,2,N
whatever,2,WH
which,2,WH
whispered,2,VD
wie,2,
wine,2,N
wit,2,N
wiz,2,
wobble,2,V
wobble-dy,2,
wolves,2,N
woman,2,N
won,2,VD
woo,2,V
wood,2,N
words,2,N
yo',2,
younger,2,ADJ
yup,2,
zone,2,N
'i'm,1,
'member,1,
'ooh,1,
'vert,1,
15,1,NUM
18th,1,NUM
20,1,NUM
2pac,1,
3,1,NUM
3:35,1,
4:30,1,NUM
6,1,NUM
99,1,NUM
a-ha,1,
abbot,1,N
able,1,ADJ
academy,1,N
accept,1,V
aching,1,VG
actin',1,
add,1,V
addicted,1,VN
addiction,1,N
admirin',1,
afro,1,
age,1,N
agree,1,V
ah,1,UH
ahhh,1,
al-mighty,1,
alienation,1,N
alonzo,1,
although,1,CNJ
aluminum,1,N
amarillo,1,
amusing,1,ADJ
an',1,CNJ
ancient,1,ADJ
angel,1,N
angels,1,N
animal,1,N
anorexic,1,
anyday,1,
anywhere,1,ADV
apartheid,1,N
apologies,1,N
appreciate,1,V
approved,1,VN
archives,1,N
aren't,1,V
arrived,1,VD
artifacts,1,N
asap,1,
aside,1,ADV
asking,1,VG
astro,1,
atm,1,N
attendants,1,N
attention,1,N
attitude,1,N
aventura,1,
avoider,1,
away-way-way,1,
awe,1,N
b,1,N
b-b-b-uh,1,
backboard,1,
badlands,1,
baggage,1,N
bail,1,N
bailin',1,
ballin',1,
banjeon,1,
banjo,1,N
bank,1,N
bapped,1,
barbecues,1,N
barbeque,1,
bare,1,ADJ
barely,1,ADV
baseball,1,N
bathroom,1,N
batteries,1,N
battles,1,N
bay,1,N
bear,1,V
beating,1,VG
beauty,1,N
beauty's,1,
bebop,1,N
becky,1,
become,1,V
beers,1,N
beginning,1,N
bein',1,V
believin',1,
believing,1,VG
beloved,1,ADJ
bend,1,V
bent,1,VN
beside,1,P
besito,1,
bible,1,
binoculars,1,N
biscayne,1,
bite,1,V
bitin',1,
bittersweet,1,
blades,1,N
blamed,1,VD
blast,1,N
bleed,1,V
blessings,1,N
bling,1,
blood,1,N
blowed,1,
blues,1,N
blunt,1,ADJ
blush,1,
boat,1,N
bock,1,
bogusness,1,
bond,1,N
boo,1,V
boo-hoo-hoo,1,
boobs,1,
book,1,N
boombox,1,
booth,1,N
booty,1,N
bored,1,VN
boricua,1,
bothered,1,VD
bottoms,1,N
bounce,1,N
bound,1,VN
bowery,1,
brag,1,V
brazil,1,N
bread,1,N
breakin',1,
bright-eyed,1,
brother,1,N
bruce,1,
brushing,1,VG
bucket,1,N
buckle,1,V
bud,1,V
bumped,1,
bunch,1,N
bunny,1,
burr,1,N
business,1,N
bust,1,N
busted,1,VN
butterfly,1,N
button,1,N
c'mon,1,
cab,1,N
cables,1,N
cali,1,
calm,1,ADJ
camcorder,1,
cameras,1,N
canal,1,
canaveral,1,
cannot,1,MOD
cape,1,N
cards,1,N
cares,1,VBZ
carolina,1,
case,1,N
cashing,1,
castle,1,N
castles,1,N
caving,1,VG
celibate,1,
cellar,1,N
cents,1,N
certain,1,ADJ
chain,1,N
charged,1,VN
charles,1,
charming,1,ADJ
checked,1,VN
checking,1,VG
checks,1,N
cheeks,1,N
cherry,1,N
chest,1,N
chewed,1,VD
chicka,1,
childs,1,
chill,1,N
chinatown,1,
chiropractor,1,N
choir,1,N
choked,1,VD
choosin',1,
christina,1,
chubbs,1,
chuuch,1,
cinemax,1,
circle,1,N
cities,1,N
claim,1,N
claiming,1,VG
clap,1,N
clearly,1,ADV
clenched,1,VN
clink,1,
clique,1,N
clouded,1,VN
clubbing,1,
clue,1,N
cocky,1,ADJ
coffee,1,N
colombia,1,
color,1,N
colors,1,N
colossal,1,ADJ
comes,1,VBZ
commodities,1,N
compares,1,VBZ
complete,1,ADJ
con,1,FW
confirm,1,V
connecting,1,VG
cookin',1,
coop,1,N
coozie,1,
cop,1,N
cops,1,N
cosa,1,
costello,1,
cotton,1,N
couch,1,N
could've,1,
coulda,1,MOD
count,1,V
counting,1,VG
countries,1,N
cowboy,1,N
crabs,1,N
cracking,1,VG
crank,1,N
crazed,1,VN
creep,1,V
cremate,1,
crib,1,N
crib-o,1,
crime,1,N
criticized,1,VN
crook,1,N
crossed,1,VD
cruel,1,ADJ
crumbling,1,VG
crumbs,1,
crush,1,N
cualquiera,1,
cuba,1,
cupid,1,
cuss,1,
cut-off,1,N
cut-offs,1,
d,1,
dad,1,N
dada,1,
daddy's,1,
