lyric,occurence,pos
gotta,51,VBN+TO
more,51,DET
she's,51,PRO
an,50,DET
cause,50,N
you'll,50,PRO
day,49,N
im,49,
star,49,N
told,49,VD
nobody,48,PRO
only,48,ADV
heart,47,N
home,47,N
na,47,
our,47,PRO
ey,46,
little,46,DET
talk,46,V
call,45,V
drive,45,N
wit,45,N
another,44,DET
through,44,P
together,44,ADV
again,43,ADV
are,43,V
or,43,CNJ
work,43,N
break,42,V
damn,42,ADJ
said,42,VD
stay,42,V
step,42,N
yo,42,
'em,41,PRO
fly,41,V
look,41,V
move,41,V
should,41,MOD
soulja,41,
well,41,ADV
crank,40,N
mine,40,PRO
side,40,N
there's,40,EX
these,40,DET
ever,39,ADV
fight,39,N
nothing,39,PRO
stop,39,V
makes,38,VBZ
believe,37,V
into,37,P
lay,37,VD
let's,37,VB+PPO
real,37,ADJ
thing,37,N
hear,36,V
mean,36,V
who,36,WH
'bout,35,P
hips,35,N
long,35,ADJ
always,34,ADV
change,34,N
had,34,V
place,34,N
everything,33,PRO
fine,33,ADJ
hit,33,V
before,32,CNJ
every,32,DET
gon',32,
much,32,DET
myself,32,PRO
remember,32,V
show,32,V
smack,32,V
there,32,EX
wait,32,V
comes,31,VBZ
he's,31,PRO
mind,31,N
niggas,31,
sexy,31,ADJ
did,30,V
done,30,VN
going,30,VG
lie,30,V
first,29,NUM
floor,29,N
knows,29,VBZ
left,29,VN
lil,29,
miss,29,V
top,29,N
two,29,NUM
wrong,29,ADJ
cuz,28,
live,28,V
matter,28,N
new,28,ADJ
whoa,28,
wish,28,V
find,27,V
glamorous,27,ADJ
hold,27,V
lets,27,VBZ
lookin',27,
spot,27,N
act,26,N
face,26,N
mad,26,ADJ
ride,26,V
though,26,CNJ
turn,26,V
under,26,P
verse,26,N
alone,25,ADV
feelin',25,
getta,25,
ha,25,UH
his,25,PRO
late,25,ADJ
play,25,V
runaway,25,ADJ
stand,25,V
than,25,CNJ
we're,25,PRO
yes,25,ADV
bad,24,ADJ
cyclone,24,
de,24,FW
dem,24,
ella,24,
hoes,24,N
maybe,24,ADV
must,24,MOD
poppin',24,
set,24,VN
sweet,24,ADJ
those,24,DET
used,24,VN
cry,23,N
fall,23,N
friend,23,N
him,23,PRO
made,23,VN
name,23,N
own,23,ADJ
things,23,N
umbrella,23,N
until,23,CNJ
without,23,P
already,22,ADV
arms,22,N
ass,22,N
bitch,22,N
car,22,N
end,22,N
enough,22,DET
escape,22,V
forget,22,V
knew,22,VD
listen,22,V
other,22,DET
roll,22,V
run,22,V
tryin',22,
wind,22,N
woah,22,
wonder,22,V
after,21,P
has,21,V
huh,21,UH
shorty,21,
start,21,V
stoppin',21,
thought,21,VD
true,21,ADJ
am,20,V
handle,20,V
i'd,20,
low,20,ADJ
next,20,DET
nigga,20,
touch,20,N
uh-huh,20,UH
crazy,19,ADJ
does,19,V
far,19,ADV
flossy,19,
girls,19,N
goin',19,VG
i'ma,19,
last,19,DET
yea,19,ADV
anymore,18,ADV
beat,18,N
beautiful,18,ADJ
cadillac,18,
chorus,18,N
delicious,18,ADJ
didn't,18,V
eyes,18,N
gettin,18,
hatin',18,
inside,18,P
nothin',18,PRO
pain,18,N
somebody,18,PRO
something,18,PRO
throw,18,V
whatchu,18,
while,18,CNJ
yee-hoo,18,
alright,17,
boys,17,N
carry,17,V
fuck,17,V
goddamn,17,ADJ
hurt,17,V
lips,17,N
lost,17,VN
playa,17,
same,17,DET
shake,17,V
till,17,CNJ
took,17,VD
tried,17,VD
-,16,P
bought,16,VD
broke,16,VD
dance,16,N
diss,16,
dovey,16,
else,16,ADV
ends,16,N
everyone,16,PRO
feeling,16,N
forever,16,ADV
gettin',16,VG
girlfriend,16,
great,16,ADJ
hands,16,N
high,16,ADJ
holla,16,
hope,16,N
its,16,PRO
looking,16,VG
lovey,16,
mama,16,
moves,16,VBZ
pretty,16,DET
raini,16,
ready,16,ADJ
you've,16,PRO
bar,15,N
came,15,VD
care,15,N
crack,15,N
dude,15,
free,15,ADJ
game,15,N
getting,15,VG
goodbye,15,UH
hand,15,N
hell,15,N
holding,15,VG
ladies,15,N
lies,15,VBZ
memories,15,N
probably,15,ADV
song,15,N
spend,15,V
t-pain,15,
their,15,PRO
three,15,NUM
wit',15,
ah,14,UH
ball,14,N
blow,14,N
child,14,N
chill,14,N
drink,14,N
fast,14,ADV
front,14,N
gon,14,
imma,14,
known,14,VN
leave,14,V
lil',14,
pop,14,N
room,14,N
scene,14,N
second,14,NUM
seem,14,V
sip,14,N
smile,14,N
stack,14,N
suicidal,14,
tasty,14,ADJ
wheels,14,N
woo-hoo,14,
wouldn't,14,MOD
alive,13,ADJ
aye,13,ADV
d,13,
dip,13,N
e,13,N
everywhere,13,ADV
gave,13,VD
hair,13,N
ima,13,
light,13,N
lights,13,N
might,13,MOD
mood,13,N
o,13,N
odl,13,
phone,13,N
pride,13,N
promise,13,N
pull,13,V
save,13,V
sex,13,N
sing,13,V
stacks,13,N
stronger,13,ADJ
summer,13,N
switch,13,N
thanks,13,N
tight,13,ADJ
wave,13,N
were,13,V
wherever,13,WH
aint,12,
along,12,P
ballin,12,
black,12,ADJ
bout,12,N
buy,12,V
cars,12,N
chance,12,N
clap,12,N
died,12,VD
dis,12,
em,12,PRO
four,12,NUM
gets,12,VBZ
guess,12,V
harder,12,ADV
head,12,N
i'mma,12,
icebox,12,N
kick,12,N
lose,12,V
mess,12,N
morning,12,N
oh-oh,12,
old,12,ADJ
please,12,V
race,12,N
sky,12,N
snow,12,N
t,12,N
tastes,12,N
times,12,N
white,12,ADJ
words,12,N
akon,11,
apologize,11,V
between,11,P
cool,11,ADJ
couldn't,11,MOD
deep,11,ADJ
drop,11,V
drunk,11,ADJ
everybody,11,PRO
explain,11,V
faces,11,N
fergalicious,11,
g,11,N
god,11,N
ground,11,N
he'll,11,PRO
help,11,V
hour,11,N
keys,11,N
kind,11,N
lot,11,N
nappy,11,
once,11,ADV
outta,11,
pay,11,V
perfect,11,ADJ
stare,11,V
stoned,11,VN
style,11,N
understand,11,V
what's,11,WH
woman,11,N
worth,11,ADJ
'till,10,P
3,10,NUM
air,10,N
anything,10,PRO
ask,10,V
bein',10,V
bet,10,V
block,10,N
bring,10,V
faster,10,ADV
fault,10,N
feels,10,VBZ
haters,10,
minute,10,N
nice,10,ADJ
part,10,N
shes,10,
shut,10,VN
since,10,CNJ
singing,10,VG
slow,10,ADJ
sometimes,10,ADV
t-t-totally,10,
we'd,10,PRO
acting,9,VG
angel,9,N
bank,9,N
being,9,V
bend,9,V
burn,9,V
called,9,VN
close,9,ADV
cover,9,V
daddy,9,
dark,9,ADJ
dial,9,
die,9,V
doe,9,
doin',9,VG
drinks,9,N
explode,9,V
eye,9,N
fun,9,N
grab,9,V
handful,9,N
hollerin',9,
house,9,N
lady,9,N
loved,9,VD
maker,9,N
makin',9,
naughty,9,ADJ
ok,9,
ova,9,N
plus,9,CNJ
point,9,N
posted,9,VN
problem,9,N
r,9,N
reason,9,N
rich,9,ADJ
ruff,9,
saying,9,VG
sitting,9,VG
sleep,9,N
streets,9,N
talkin',9,VG
talking,9,VG
thick,9,ADJ
thinks,9,VBZ
truth,9,N
tryin,9,VG
uno,9,
vip,9,
voice,9,N
waitin',9,
wat,9,
yo',9,
ah-ah,8,
answer,8,N
behind,8,P
best,8,ADJ
bottom,8,N
breathing,8,VG
broken,8,VN
c,8,
couple,8,N
cute,8,ADJ
d's,8,
dats,8,
days,8,N
dont,8,
drama,8,N
everytime,8,
excuse,8,N
fact,8,N
fantasize,8,
fell,8,VD
finally,8,ADV
five,8,NUM
flashing,8,VG
friends,8,N
grey,8,ADJ
hate,8,V
hood,8,N
hotline,8,
jiggy,8,
keeps,8,VBZ
kill,8,V
lookin,8,
ludacris,8,
may,8,MOD
nose,8,N
ou-ou,8,
people,8,N
pushin',8,VG
raining,8,VG
red,8,ADJ
ridin',8,
rollin',8,
runnin',8,VG
s-t-e-y,8,
says,8,VBZ
secret,8,ADJ
soon,8,ADV
sore,8,ADJ
spotlights,8,VBZ
standing,8,VG
steady,8,ADJ
stuck,8,VN
superman,8,
sweeter,8,
terror,8,N
thinking,8,VG
track,8,N
treat,8,V
tres,8,
type,8,N
w-w-whoa,8,
whole,8,ADJ
yesterday,8,N
you'd,8,PRO
young,8,ADJ
1,7,NUM
amen,7,UH
become,7,V
both,7,DET
bow,7,N
class,7,N
cried,7,VD
cut,7,V
dancing,7,VG
dead,7,ADJ
delilah,7,
deserve,7,V
dey,7,PRO
difference,7,N
dirt,7,N
dirty,7,ADJ
drug,7,N
everything's,7,PRO
fat,7,ADJ
fightin',7,VG
found,7,VN
full,7,ADJ
goin,7,VG
holdin',7,VG
hook,7,N
it'll,7,PRO
justin,7,
kells,7,
key,7,N
l,7,N
l-i-c-i-o-u-s,7,
lean,7,V
liar,7,N
lonely,7,ADJ
many,7,DET
moved,7,VD
nowhere,7,ADV
pharrel,7,
picture,7,N
pimpin',7,
rehab,7,
ring,7,N
running,7,VG
s,7,
saw,7,VD
seen,7,VN
shine,7,N
shot,7,N
size,7,N
snoop,7,
somewhere,7,ADV
stars,7,N
stayed,7,VD
steppin,7,
sun,7,N
swear,7,V
system,7,N
taken,7,VN
thats,7,
they're,7,PRO
timbaland,7,
town,7,N
turns,7,VBZ
walked,7,VD
walking,7,VG
watchin',7,
we've,7,PRO
wild,7,ADJ
word,7,N
worry,7,V
wrap,7,V
years,7,N
yours,7,PRO
2:,6,
4,6,NUM
anyway,6,ADV
bartender,6,N
beyonce,6,
bitterness,6,N
brand,6,N
buh,6,
catch,6,V
caught,6,VD
cheats,6,
chose,6,VD
clean,6,ADJ
clear,6,ADJ
dealer,6,N
doing,6,VG
door,6,N
doubt,6,N
each,6,DET
easy,6,ADJ
em',6,
feet,6,N
focus,6,N
foreign,6,ADJ
furtado,6,
gold,6,N
hang,6,V
heard,6,VD
hello,6,UH
hide,6,V
hoe,6,
homie,6,
hopin',6,
horny,6,
ice,6,N
innocence,6,N
intricate,6,ADJ
irreplaceable,6,
killing,6,N
king,6,N
kno,6,
lately,6,ADV
lemme,6,
line,6,N
longer,6,ADV
m,6,
means,6,N
meet,6,V
most,6,DET
nelly,6,
okay,6,ADJ
oooo,6,
option,6,N
outside,6,P
pick,6,V
played,6,VD
push,6,V
pussy,6,N
rockstar,6,
round,6,ADJ
rules,6,N
school,6,N
seats,6,N
shakira,6,
shared,6,VN
should've,6,
showed,6,VD
skin,6,N
slack,6,ADJ
snap,6,V
someone,6,PRO
stick,6,V
strip,6,N
supposed,6,VN
sure,6,ADJ
sweetest,6,ADJ
telling,6,VG
ten,6,NUM
thank,6,V
they'll,6,PRO
thinkin',6,
thousand,6,NUM
thug,6,N
timberlake,6,
toes,6,N
tomorrow,6,N
trouble,6,N
unless,6,CNJ
weight,6,N
went,6,VD
west,6,N
whatever,6,WH
who's,6,WH
women,6,N
woo-oh,6,
wrote,6,VD
yourself,6,PRO
1:,5,
aaooo,5,
addicted,5,VN
admit,5,V
afraid,5,ADJ
beneath,5,P
blank,5,ADJ
breath,5,N
brown,5,ADJ
business,5,N
cared,5,VD
chain,5,N
chick,5,N
city,5,N
clothes,5,N
curl,5,V
darkness,5,N
darling,5,N
distance,5,N
doesn't,5,V
dog,5,N
dogg,5,
dough,5,N
drank,5,VD
drugs,5,N
ear,5,N
eat,5,V
expression,5,N
fair,5,ADJ
family,5,N
finger,5,N
fingers,5,N
fire,5,N
force,5,N
freaky,5,
fresh,5,ADJ
funny,5,ADJ
gangsta,5,
goose,5,N
grindin',5,
guitar,5,N
guy,5,N
heat,5,N
ho,5,
hole,5,N
honey,5,N
hurry,5,V
jack,5,
jump,5,V
kinda,5,DET
knowin',5,
l-o-v-e,5,
lamborghini,5,
lane,5,N
laugh,5,N
lied,5,VD
livin',5,
looks,5,VBZ
major,5,ADJ
memory,5,N
met,5,VD
misery,5,N
mouth,5,N
ne-yo,5,
neck,5,N
open,5,ADJ
pack,5,N
paper,5,N
patron,5,N
perfectly,5,DET
phantom,5,N
playboy,5,N
prince,5,N
quite,5,DET
ran,5,VD
rap,5,N
rest,5,N
rides,5,VBZ
road,5,N
search,5,N
sellin',5,N
shoes,5,N
shots,5,N
simply,5,ADV
sleet,5,N
south,5,N
stage,5,N
straight,5,ADJ
strong,5,ADJ
strung,5,VN
stuntin,5,
such,5,ADJ
swallowed,5,VN
takes,5,VBZ
taste,5,N
thangs,5,
thighs,5,N
thru,5,P
tired,5,VN
today,5,N
touchin,5,
trap,5,N
trees,5,N
trippin',5,
trying,5,VG
ur,5,
wall,5,N
war,5,N
wee,5,PRO
wha,5,
windin',5,
wishing,5,VG
wonna,5,
yet,5,ADV
|"no,|,4,
'about,4,
10,4,NUM
5,4,NUM
9,4,NUM
aaa,4,
action,4,N
an',4,CNJ
any,4,DET
babygirl,4,
baddest,4,
band,4,N
bang,4,V
bars,4,N
bayay,4,
began,4,VD
bit,4,N
blowin',4,
bobbin',4,
boo,4,V
boss,4,N
bounce,4,N
brain,4,N
breaking,4,VG
callin,4,
candy,4,N
cant,4,N
cash,4,N
cat,4,N
center,4,N
champagne,4,N
cheap,4,ADJ
check,4,N
closer,4,ADV
comin',4,N
coming,4,VG
confused,4,VN
corner,4,N
count,4,V
creepin',4,
crib,4,N
crumble,4,
curves,4,N
daughter,4,N
diamonds,4,N
dizzle,4,
dj,4,
doors,4,N
dress,4,N
drew,4,VD
driving,4,VG
ending,4,VG
entertainment,4,N
erase,4,V
faithful,4,ADJ
faker,4,N
falls,4,VBZ
fame,4,N
folks,4,N
follows,4,VBZ
fool,4,N
gallardo,4,
gimme,4,VB+PPO
hahaha,4,
hail,4,N
havin,4,
hilson,4,
holerin',4,
hoping,4,VG
hundred,4,NUM
i'm-a,4,
insight,4,N
jay,4,N
jeans,4,
joe,4,
jones,4,
jumpin',4,
keri,4,
keyshia,4,
lac,4,
later,4,ADV
leather,4,N
legs,4,N
likes,4,VBZ
linin,4,
living,4,VG
looked,4,VD
loso,4,
loud,4,ADJ
louis,4,
lustin,4,
ma,4,N
makin,4,
making,4,VG
mami,4,
mammy,4,
matches,4,N
middle,4,ADJ
mighty,4,ADJ
mile,4,N
mines,4,N
misses,4,VBZ
mmm,4,
mo',4,
movement,4,N
movie,4,N
mug,4,N
muthafkin,4,
n-n-now,4,
nights,4,N
none,4,PRO
ones,4,N
oooh,4,
paint,4,N
pants,4,N
paralyzed,4,VN
peace,4,N
places,4,N
playing,4,VG
pocket,4,N
pole,4,N
possibly,4,ADV
pouring,4,VG
radar,4,N
radio,4,N
reach,4,V
realize,4,V
regret,4,V
rescue,4,N
rihanna,4,
roles,4,N
sayin',4,N
searched,4,VD
seems,4,VBZ
send,4,V
shadow,4,N
shop,4,N
showbiz,4,
sick,4,ADJ
sittin',4,
six,4,NUM
skinny,4,ADJ
slip,4,N
smilin',4,
soldier,4,N
somethin',4,PRO
songs,4,N
sorry,4,ADJ
speed,4,N
spinnin',4,
stacy,4,
started,4,VD
steps,4,N
struck,4,VD
suddenly,4,ADV
super,4,ADJ
sweat,4,N
taebo,4,
takin',4,VG
tall,4,ADJ
theres,4,
throwin',4,VG
tip,4,N
treated,4,VN
tub,4,N
twisted,4,VD
victim,4,N
wanted,4,VD
wasn't,4,V
weezy,4,
weren't,4,V
whachu,4,
whispers,4,N
whites,4,N
wicked,4,ADJ
win,4,V
wink,4,N
|woo-hoo,|,4,
world's,4,N
wronger,4,
x2),4,
y'all,4,PRO
ya'll,4,
yeaah,4,
yellow,4,ADJ
yuh,4,PRO
yung,4,
