lyric,occurence,pos
articulate,1,ADJ
ashamed,1,ADJ
ashes,1,N
asked,1,VD
askin,1,
asses,1,N
assume,1,V
astounded,1,VN
attain,1,V
attracting,1,VG
avenue,1,N
awol,1,
ay-oh-ay-oh-ay,1,
b-b-b-bruises,1,
ba,1,
babyyyy,1,
back-back,1,
backstage,1,ADV
backwards,1,ADV
bait,1,N
baker,1,N
balcony,1,N
balled,1,VN
ballers,1,
ballin,1,
ballin',1,
ballistic,1,ADJ
bally,1,
band,1,N
bankers,1,N
bankhead,1,
bankrobber,1,
banks,1,N
barely,1,ADV
barkin,1,
bars,1,N
bashin',1,
basis,1,N
baton,1,N
battery,1,N
battle-field,1,
beamer,1,
bed's,1,
beef,1,N
beers,1,N
began,1,VD
behave,1,V
behavior,1,N
bein,1,V
believed,1,VD
bell,1,N
belt,1,N
bench,1,N
bending,1,VG
benjis,1,
bently's,1,
benzs,1,
beside,1,P
bestest,1,
beware,1,V
bill,1,N
bills,1,N
bionic,1,
bipolar,1,
bitches,1,
bitches'll,1,
bitin',1,
bizarre,1,ADJ
blackberry,1,N
blank,1,ADJ
blazin',1,
bleed,1,V
blew,1,VD
blind,1,ADJ
blinding,1,VG
blogs,1,
blonde,1,ADJ
blood,1,N
bloodshot,1,ADJ
blouse,1,N
blown,1,VN
bluffin',1,
blurry,1,ADJ
blush,1,
body's,1,N
bong,1,
bonnie,1,
book,1,N
booth,1,N
booty,1,N
booze,1,N
boring,1,VG
bother,1,V
bought,1,VD
bozos,1,
brains,1,N
brake,1,N
brazil,1,N
breeze,1,N
bright,1,ADJ
brings,1,VBZ
broad,1,ADJ
brooklyn,1,
broom,1,N
brother,1,N
browz,1,
buckets,1,N
bueller,1,
bug,1,N
bugs,1,N
build,1,V
bullet,1,N
bump,1,V
burned,1,VN
burnt,1,VN
bursting,1,VG
buses,1,N
business,1,N
bustin',1,VG
butter,1,N
button,1,N
buyin,1,
c-comin',1,
cada,1,
cajun,1,
calle,1,
callin,1,
calls,1,VBZ
camera,1,N
cane,1,N
capable,1,ADJ
cappin',1,
caramel,1,N
cardigan,1,
cards,1,N
carry,1,V
carter,1,
cartier,1,
carve,1,V
casino,1,N
casket,1,
catalog,1,N
catolina,1,
cats,1,N
caved,1,VN
cavities,1,N
ch-ch-ch,1,
cha,1,
chain,1,N
chains,1,N
changing,1,VG
channel,1,N
charm,1,N
chased,1,VN
chasing,1,VG
chauffer,1,
checkin,1,
checks,1,N
cheeks,1,N
chemo,1,
cherry,1,N
chillin',1,
china,1,N
choosy,1,ADJ
chosen,1,VN
christian,1,
christmas,1,
cigarettes,1,N
cl,1,
claim,1,N
classy,1,
clearer,1,ADJ
clearly,1,ADV
climbing,1,VG
clinton,1,
clip,1,N
closed,1,VN
closing,1,VG
clue,1,N
clyde,1,
cockpit,1,N
code,1,N
coffee,1,N
com,1,V
comical,1,
command,1,N
companion,1,N
competition,1,N
complexion,1,N
complicated,1,VN
concentration,1,N
concussion,1,N
condo,1,
condoms,1,
condos,1,
conference,1,N
confronted,1,VN
consequence,1,N
consider,1,V
considered,1,VN
constantly,1,ADV
contest,1,N
cook,1,V
cookin',1,
cooler,1,ADJ
cops,1,N
corporation,1,N
couch,1,N
couches,1,N
could've,1,
count,1,V
counterfeit,1,ADJ
counting,1,VG
countless,1,ADJ
country-wide,1,
counts,1,N
course,1,N
covers,1,VBZ
cozy,1,ADJ
cracks,1,N
craving,1,VG
creates,1,VBZ
creatures,1,N
crews,1,N
cribs,1,N
cried,1,VD
cristina,1,
crown,1,N
crumbling,1,VG
cryptically,1,
cudi,1,
culda,1,
cups,1,N
cure,1,N
curled,1,VD
curse,1,N
cursed,1,VD
cute,1,ADJ
cutest,1,
cybertron,1,
cyrus,1,
dad,1,N
daddies,1,
daddy's,1,
daddy-o,1,
|dance,|,1,
danger,1,N
dangerous,1,ADJ
dark,1,ADJ
darkest,1,ADJ
darling,1,N
day's,1,N
daylight,1,N
daze,1,
deal,1,N
dealer,1,N
dealin',1,
decent,1,ADJ
dedicate,1,
deeper,1,ADJ
define,1,V
definitely,1,ADV
deja,1,FW
delicious,1,ADJ
delivers,1,VBZ
denims,1,
department,1,N
deposit,1,N
depositin',1,
dereon,1,
desires,1,N
desperate,1,ADJ
dessert,1,N
destiny,1,N
devastating,1,VG
devoting,1,VG
dial,1,
diamond,1,N
diddy,1,
different,1,ADJ
difficult,1,ADJ
dig,1,V
digital,1,ADJ
dim,1,ADJ
ding,1,
dinner,1,N
dip,1,N
direction,1,N
disappearing,1,VG
disarrayed,1,
disc,1,N
disconnecting,1,
discovered,1,VN
discriminate,1,V
discussion,1,N
disgraced,1,VN
disrespectful,1,
divine,1,ADJ
divorced,1,VN
divos,1,
dk,1,
do-lo,1,
doctor,1,N
doja,1,
domesticated,1,
donkey,1,N
donuts,1,
door's,1,
doors,1,N
dopefiend,1,
dopey,1,
dot,1,N
doubted,1,VD
dough,1,N
downgrade,1,V
drag,1,V
draws,1,VBZ
dressed,1,VN
drew,1,VD
drift,1,N
drinkin,1,
drivin',1,
drop-top,1,
drops,1,N
drum,1,N
drums,1,N
dry,1,ADJ
duet,1,N
dumbest,1,
dust,1,N
dynamite,1,N
dysfunctional,1,
e,1,N
e-ever,1,
earlobe,1,
ease,1,N
economy,1,N
educated,1,VN
egg,1,N
elbino,1,
elvis,1,
emergency,1,N
eminem,1,
emotions,1,N
empress,1,
endings,1,N
ends,1,N
enemy's,1,N
engine,1,N
entertain,1,V
establishin',1,
estefany,1,
ether,1,DET
eva,1,N
evening,1,N
everybody's,1,PRO
everythin',1,
everything's,1,PRO
evil,1,ADJ
ex,1,FW
exactly,1,ADV
excess,1,N
exchange,1,N
existed,1,VD
extra,1,ADJ
extreme,1,ADJ
eyeliner,1,
f-,1,
faces,1,N
facing,1,VG
factory,1,N
facts,1,N
fading,1,VG
fails,1,VBZ
fair,1,ADJ
faithful,1,ADJ
faithfull,1,
fakin',1,
falls,1,VBZ
familiar,1,ADJ
family,1,N
fanny,1,
fans,1,N
fantastico,1,
fashion,1,N
fast-forward,1,
fasten,1,V
favor,1,N
fear,1,N
fears,1,N
feast,1,N
feather,1,N
fella,1,N
fiend,1,N
fiendin',1,
fifteen,1,NUM
fifth,1,NUM
fifty,1,NUM
filet,1,
fillings,1,N
filthy,1,ADJ
finding,1,VG
finest,1,ADJ
fireworks,1,N
first-name,1,
fish,1,N
fists,1,N
flag,1,N
flashback,1,
flashing,1,VG
flaw,1,N
flight,1,N
flirtin,1,
float,1,V
flop,1,
flyin',1,
fogged,1,VN
fold,1,N
foot's,1,
forehead,1,N
forewarnin',1,
fortune,1,N
forty,1,NUM
forward,1,ADV
fought,1,VN
fox-trot,1,
frank-a-lin's,1,
freakin',1,
freaky,1,
freedom,1,N
freein,1,
freestylin,1,
freeway,1,N
freeze,1,V
fresher,1,
fucked,1,
fucking,1,
fumes,1,N
fund,1,N
fur,1,N
fuss,1,V
fussin',1,
g-string,1,
g4,1,
gaga,1,
gambling,1,VG
gangsta,1,
garage,1,N
gaspin',1,
gentle,1,ADJ
gentlemen,1,N
georgia,1,
getaway,1,N
ghetto,1,N
ghost,1,N
gigglin,1,
girl's,1,N
given,1,VN
givens,1,
givin',1,VG
gladly,1,ADV
glamorous,1,ADJ
glasses,1,N
globe,1,N
glory,1,N
go-o-o,1,
god's,1,
god-forsaken,1,
goddess,1,N
gods,1,N
gold,1,N
gon,1,
goodbyes,1,
goodgood,1,
goody,1,UH
goons,1,
gopher,1,
gorilla,1,
gowns,1,N
gracious,1,ADJ
graduate,1,N
grain,1,N
grammy,1,
grand,1,ADJ
granny,1,
grave,1,ADJ
gravity,1,N
greatest,1,ADJ
greet,1,V
grey,1,ADJ
griffith,1,
grinding,1,VG
grip,1,N
groceries,1,N
groove,1,N
groupie,1,
grow,1,V
guann,1,
guardian,1,N
guide,1,V
guitars,1,N
gushin',1,
gutta,1,
habits,1,N
hadn't,1,V
hah,1,
hakeem,1,
halley's,1,
handle,1,V
hang,1,V
hangover,1,N
hannibal,1,
happened,1,VD
happenin',1,
happening,1,VG
hardest,1,ADJ
hardly,1,ADV
harlem,1,
harm,1,N
harvest,1,N
hater,1,
having,1,V
haywire,1,
hd,1,
he'll,1,PRO
healthy,1,ADJ
hearted,1,
heaven,1,N
heavy,1,ADJ
heel,1,N
heh,1,
herself,1,PRO
hershey's,1,
highly,1,DET
hilary,1,
hill,1,N
hilton,1,
hired,1,VN
hitchcock,1,
hitched,1,VN
hitlist,1,
hits,1,N
hittin',1,
holdin',1,VG
homage,1,N
homeboy,1,
homemade,1,ADJ
homes,1,N
hometown,1,
hooker,1,
hootin',1,
hopes,1,N
hopin',1,
hopping,1,VG
horribly,1,DET
hosed,1,
hospital,1,N
hotline,1,
hourglass,1,
housewife,1,N
how'd,1,WH
hug,1,V
hugs,1,
humbles,1,
humor,1,N
hun,1,
hundred,1,NUM
hungry,1,ADJ
hurry,1,V
hurting,1,VG
hustle,1,V
hustler,1,N
hype,1,
ices,1,
icy,1,ADJ
id,1,
ignited,1,VN
ignore,1,V
ignorin',1,
im-prov,1,
ima,1,
imagine,1,V
immaculately,1,
impartial,1,ADJ
important,1,ADJ
incentives,1,N
indefinitely,1,ADV
indicated,1,VD
infinity,1,N
information,1,N
initial,1,ADJ
inning,1,N
innocent,1,ADJ
insane,1,ADJ
insists,1,VBZ
insomniac,1,
instead,1,ADV
insulting,1,ADJ
interlude,1,N
intervention,1,N
intuition,1,N
invited,1,VN
involves,1,VBZ
iraq,1,
issues,1,N
iverson,1,
jackpot,1,
jae,1,
jail,1,N
jam,1,N
jd,1,
jermaine's,1,
jill,1,
johnson,1,
joke,1,N
jolie,1,
jordans,1,
joss,1,
joy,1,N
judo,1,
juicy,1,ADJ
jumpin',1,
june,1,
junkies,1,N
justify,1,V
k's,1,
keepin',1,
keeping,1,VG
keys,1,N
kicks,1,VBZ
kiddin,1,
killin',1,VG
king-size,1,
kingston,1,
kinky,1,
kissin',1,
kit,1,N
kit-kat,1,
kitchen,1,N
kitchin,1,
knee,1,N
knelt,1,VD
knife,1,N
knocked,1,VD
knockin',1,
kong,1,
konvict,1,
kreme,1,
krispy,1,
l,1,N
label,1,N
labels,1,N
labor,1,N
lace,1,N
lahyme,1,
lames,1,
land,1,N
lane,1,N
lashes,1,N
lasto,1,
latch,1,N
lately,1,ADV
lathan,1,
laughin',1,
laughs,1,N
laws,1,N
lax,1,ADJ
lays,1,VBZ
le-le-le-let,1,
lean,1,V
leather,1,N
lector,1,
leg,1,N
legend,1,N
lemme,1,
lemons,1,N
lend,1,V
leprechauns,1,
lets,1,VBZ
letters,1,N
li-i-i-ife,1,
liar,1,N
lieee,1,
lime,1,N
lipstick,1,N
list,1,N
listenin',1,
listening,1,VG
lit,1,VD
lite,1,
litted,1,
lives,1,N
livin,1,
lobby,1,N
local,1,ADJ
locate,1,V
locks,1,N
log,1,N
lollipop,1,
loneliness,1,N
longest,1,ADJ
|look,|,1,
looks,1,VBZ
loosing,1,
loser,1,N
loso,1,
loss,1,N
loudest,1,ADJ
love-glue-gunning,1,
lovely,1,ADJ
lovers,1,N
lovin',1,
lucky,1,ADJ
luda,1,
lupe,1,
lush,1,ADJ
lycanthropy,1,
lyin,1,
macadamian,1,
machine,1,N
madness,1,N
madusa,1,
magazine,1,N
magical,1,ADJ
magnet,1,N
maine,1,
maintain,1,V
make-up,1,N
malcolm,1,
man's,1,N
manage,1,V
maniac,1,N
manicure,1,
mark,1,N
marnier,1,
marry,1,V
martian,1,
marvelous,1,ADJ
mascot,1,
masterpiece,1,N
mat,1,N
mattress,1,
maximum,1,ADJ
mclovin',1,
meantime,1,N
mechanic,1,N
meeting,1,N
megan,1,
mellow,1,
melt,1,V
melted,1,VN
memo,1,N
men,1,N
menagez-moi,1,
mending,1,VG
mentions,1,VBZ
mercedes,1,
merrier,1,
mesmerized,1,VN
messages,1,N
messed,1,VD
metaphysical,1,ADJ
mhmmmm,1,
michelle's,1,
midget,1,
mighty,1,ADJ
mignon,1,
miles,1,N
miley,1,
milf,1,
miller,1,
millionaire,1,N
mini,1,
minutes,1,N
missed,1,VN
mission,1,N
mister,1,NP
mistletoe,1,N
misty,1,ADJ
mix'll,1,
mixtape,1,
mmmm,1,
mmmmmm,1,
mo,1,
mo-weezy,1,
models,1,N
moderate,1,ADJ
moi,1,FW
mom,1,N
moments,1,N
monkey,1,N
monster,1,N
months,1,N
mood,1,N
moolah,1,
moonlight,1,N
morally,1,ADV
morn,1,
motherfker,1,
motherfucker,1,
motion,1,N
movie,1,N
movin',1,
mrsnash,1,
ms,1,
muffin,1,
muscle,1,N
n,1,N
nah,1,
nailing,1,VG
nails,1,N
naive,1,ADJ
names,1,N
nashville,1,
nature,1,N
naughty,1,ADJ
neck,1,N
needed,1,VN
nemo,1,
nerve,1,N
nevada,1,
nevermind,1,
nibble,1,
niggas'll,1,
niggasbe,1,
nikes,1,
nino,1,
ninth,1,NUM
nobody's,1,PRO
nocturnal,1,ADJ
noise,1,N
nope,1,
nose,1,N
nothings,1,N
noticed,1,VD
now's,1,
nowadays,1,ADV
nuts,1,N
nuvo,1,
o,1,N
o'clock,1,ADV
obituary,1,
obnoxious,1,ADJ
observe,1,V
obsession,1,N
ocho,1,
office,1,N
official,1,ADJ
offishall,1,
oha,1,
ohio,1,
ohohoho,1,
olajuwon,1,
omega,1,
on-a-show,1,
one-one,1,
one-one-one,1,
onto,1,P
ooo,1,
oooh,1,
oooohoooohhhoh,1,
oooooohhh,1,
oops,1,UH
oopsy,1,
opposite,1,ADJ
ordinary,1,ADJ
orleans,1,
others,1,N
otless,1,
ought,1,MOD
oughta,1,MOD
ours,1,PRO
ourselves,1,PRO
out-out,1,
outcome,1,N
outright,1,ADJ
outskirts,1,N
overdosed,1,
overdue,1,ADJ
overfreeze,1,
overseas,1,ADJ
overthink,1,
p-p-p-party,1,
pac,1,
pace,1,N
paced,1,VD
packin',1,
pads,1,N
pager,1,
painted,1,VN
palm,1,N
pamela,1,
panties,1,
papi,1,
paralyzed,1,VN
parana,1,
pardon,1,N
parents,1,N
paris,1,
parked,1,VN
parking,1,VG
partners,1,N
partyin',1,
passenger,1,N
passengers,1,N
path,1,N
patience,1,N
patient,1,N
patiently,1,ADV
paved,1,VN
payback,1,
payed,1,
pbbt,1,
peaches,1,
pebbles,1,N
pedicure,1,
period,1,N
person,1,N
persona,1,N
personal,1,ADJ
pessimists,1,N
petron,1,
phil,1,
philant,1,
phonics,1,
photo,1,N
piano,1,N
picket,1,N
pics,1,
pieces,1,N
piglet,1,
pillow,1,N
pilots,1,N
pine,1,N
pinned,1,VN
pinocchio,1,
pipes,1,N
pirellis,1,
piss-poor,1,
pistol,1,N
pit's,1,
pitch,1,N
pizza,1,N
plain,1,ADJ
planes,1,N
plaques,1,N
plates,1,N
platinum,1,N
platter,1,N
playboy,1,N
player,1,N
playin',1,VG
plays,1,N
pleased,1,VN
plenty,1,N
plumber,1,N
pms,1,
pockets,1,N
pocko,1,
poet,1,N
poke,1,V
polished,1,VN
pondered,1,VD
pong,1,
pony,1,N
porch,1,N
positions,1,N
post,1,N
pour,1,V
poverty,1,N
power,1,N
practiced,1,VN
prayers,1,N
prefer,1,V
prejudice,1,N
prepared,1,VN
prescription,1,N
president,1,N
pressed,1,VN
pretend,1,V
prettiest,1,ADJ
prey,1,N
prior,1,ADV
prioritizin',1,
private,1,ADJ
problems,1,N
proceed,1,V
projects,1,N
promises,1,VBZ
proportion,1,N
protection,1,N
protege,1,N
prudent,1,
public,1,ADJ
puerto,1,
pulled,1,VD
punching,1,VG
puppet,1,N
puppets,1,N
push,1,V
pushing,1,VG
quickly,1,ADV
r,1,N
radar,1,N
radio's,1,
rag,1,N
ran,1,VD
rang,1,VD
rap,1,N
rap'll,1,
raped,1,VN
rappin',1,
raw,1,ADJ
ray,1,N
re-up,1,
rear,1,ADJ
reckon,1,V
reconsider,1,V
redhead,1,N
redone,1,
reebokin',1,
referee',1,
regardless,1,ADV
register,1,N
regret,1,V
regular,1,ADJ
rehab,1,
relax,1,V
release,1,N
remain,1,V
remainder,1,N
remedy,1,N
reminded,1,VD
remix,1,
remnants,1,N
remy,1,
rent,1,V
reply,1,N
reppin',1,
resemble,1,V
residual,1,ADJ
resting,1,VG
retards,1,
retribution,1,N
revolutionaries,1,
rhyme,1,N
ribbons,1,N
rican,1,
rich,1,ADJ
richer,1,ADJ
riches,1,N
rid,1,ADJ
ridin',1,
rims,1,N
riot,1,N
rip,1,V
rise,1,N
robin,1,N
rocks,1,N
rockstar,1,
rode,1,VD
rodham,1,
role,1,N
rollin,1,
rollin',1,
ron,1,
rooftop,1,N
roommate,1,N
ropes,1,N
rose,1,VD
rose's,1,
roslyn,1,
roulette,1,N
rounded,1,VN
routine,1,N
rub,1,V
rubbin',1,VG
rude,1,ADJ
rumors,1,N
runneth,1,
rushin',1,
russian,1,
sacrifice,1,N
safer,1,ADJ
sale,1,N
sales,1,N
salt,1,N
samantha,1,
sands,1,N
sanna,1,
satellite,1,N
satisfy,1,V
scares,1,
scarlet,1,ADJ
school,1,N
scootch,1,
screamin,1,
screams,1,N
screen,1,N
scrollin',1,
seams,1,N
seas,1,N
seasons,1,N
seat,1,N
seatmmm,1,
seats,1,N
secret,1,ADJ
seemed,1,VD
sees,1,VBZ
seldom,1,ADV
selfs,1,
sell,1,V
servin',1,
sets,1,N
sh,1,
shadow,1,N
shady,1,ADJ
shakes,1,VBZ
shakin',1,
shaking,1,VG
shape,1,N
share,1,N
shattered,1,VN
shawties,1,
she'd,1,PRO
sheep,1,N
shhh,1,
ship,1,N
shootin',1,VG
shopping,1,VG
showed,1,VD
shower,1,N
shows,1,VBZ
shuts,1,VBZ
silent,1,ADJ
silly,1,ADJ
singer,1,N
singers,1,N
sippin',1,
sister,1,N
sittin,1,
sittin',1,
sitting,1,VG
situation,1,N
situations,1,N
six-pack,1,
sixteen,1,NUM
skeezer,1,
skirts,1,N
slap,1,V
sleeper,1,
sleepin',1,
sleeping,1,VG
slippin',1,
slips,1,N
slot,1,N
smallest,1,ADJ
smashin',1,
smokes,1,
snap-snap,1,
sneak,1,V
sneakers,1,N
sock-hop,1,
socks,1,N
softly,1,ADV
sold,1,VN
soldiers,1,N
solo,1,N
somebody's,1,PRO
somebodyhow,1,
somethings,1,
somthin',1,
son,1,N
son's,1,N
song's,1,N
sophia,1,
soso,1,
sounded,1,VD
sounds,1,N
souped,1,
southern,1,ADJ
sow,1,V
spaced,1,VN
spades,1,N
spain,1,
spare,1,ADJ
sparks,1,N
spendin',1,
spent,1,VN
spilled,1,VN
spillin',1,
spine,1,N
spinnin',1,
spits,1,
split,1,VN
spotless,1,ADJ
spots,1,N
sprained,1,VN
spring,1,N
squeezed,1,VN
stadiums,1,
staircase,1,N
standin,1,
stardom'll,1,
stares,1,N
starting,1,VG
startling,1,ADJ
starve,1,V
statues,1,N
statutory,1,ADJ
stayin',1,
steppin',1,
stevie,1,
stickin',1,
still'd,1,
stole,1,VD
stoppin,1,
stoppin',1,
stops,1,N
store,1,N
storm,1,N
stoves,1,N
strap,1,V
strength,1,N
stressed,1,VN
stressin',1,
stride,1,N
string,1,N
strings,1,N
stripe,1,N
stripper,1,
struggle,1,N
struggles,1,N
struggling,1,VG
struttin',1,
student,1,N
stuffed,1,VN
stuntin,1,
sucker,1,
sudden,1,ADJ
sue,1,V
suffocating,1,VG
suites,1,N
sunday,1,
sunny,1,ADJ
sunset,1,N
superbad,1,
supersonic,1,ADJ
superstars,1,
suppose,1,V
surely,1,ADV
surp,1,
surprised,1,VN
surrender,1,N
swappin',1,
sweat,1,N
sweatpants,1,
sweeter,1,
sweetly,1,ADV
sweets,1,N
swimming,1,VG
swing,1,V
switch,1,N
switching,1,VG
swore,1,VD
sworn,1,VN
symbol,1,N
sync,1,
syrup,1,N
system,1,N
t-pain.,1,
t-shirts,1,
t-t-t-tongues,1,
t-t-take,1,
tab,1,N
taffy,1,N
tags,1,N
tail,1,N
taken,1,VN
talent,1,N
talking,1,VG
tamara,1,
tank,1,N
target,1,N
tastes,1,N
tattoo,1,
taxicab,1,N
tea,1,N
teach,1,V
teacher,1,N
teams,1,N
technically,1,ADV
television,1,N
teller,1,
temperature,1,N
tempo,1,N
temporary,1,ADJ
tense,1,ADJ
tent,1,N
texas,1,
text,1,N
tha,1,
thank,1,V
that'll,1,
the-dream,1,
there'll,1,EX
they'll,1,PRO
tho',1,CNJ
thorns,1,
thread,1,N
three's,1,
thrill,1,N
thrills,1,N
throwing,1,VG
thruway,1,N
thuggin',1,
tick,1,V
ticket,1,N
tickle-ing,1,
tighter,1,ADV
tights,1,
tim,1,
timeless,1,ADJ
timetime,1,
tire,1,N
toast,1,N
tock,1,
toll,1,N
tone,1,N
tops,1,N
torn,1,VN
toss,1,V
touched,1,VD
touchin',1,
touching,1,VG
tour,1,N
towards,1,P
toyed,1,
trace,1,N
track,1,N
trade,1,N
tragic,1,ADJ
trainer,1,
transformed,1,VN
trappin',1,
traveled,1,VD
tree,1,N
trial,1,N
trick,1,N
tricks,1,N
tries,1,VBZ
tropics,1,N
troubles,1,N
tryin,1,VG
tumbling,1,VG
tune,1,N
tune'che,1,
turning,1,VG
twenty-fourseven,1,
twins,1,N
twirlin',1,
twist,1,N
twisted,1,VD
two's,1,
typical,1,ADJ
uhm,1,
undercover,1,ADJ
underneath,1,P
underwater,1,ADJ
ungrateful,1,ADJ
unh,1,
unhappy,1,ADJ
untouchable,1,
unturned,1,
up',1,
upbreak,1,
upper,1,ADJ
usin',1,
v-cards,1,
vacations,1,N
vagina,1,N
vain,1,ADJ
values,1,N
vanities,1,N
vegetarian,1,N
velvet,1,N
ventilation,1,N
vibe,1,
vicious,1,ADJ
victim,1,N
view,1,N
villians,1,
violate,1,V
vip,1,
virtue,1,N
visual,1,ADJ
vroom,1,
vu,1,
wage,1,N
waggin',1,
waging,1,VG
waist,1,N
waistline,1,
waiter,1,N
wallet,1,N
want'cho,1,
washing,1,VG
waters,1,N
wavin',1,
ways,1,N
we'd,1,PRO
wearin',1,VG
weather,1,N
wednesday,1,
weekday,1,N
weeks,1,N
weeohh,1,
weigh,1,V
weird,1,ADJ
wen',1,
whatcha,1,
whats,1,
wheelchair,1,
where'd,1,
which,1,WH
whippin',1,
whispers,1,N
whistle,1,N
whites,1,N
who'd,1,WH
whoa-oh,1,
whoahhhh,1,
whoever,1,WH
wicked,1,ADJ
wifey,1,
william,1,
windows,1,N
winning,1,VG
wins,1,VBZ
winter,1,N
wishin',1,
witness,1,N
woo,1,V
worked,1,VD
working,1,VG
works,1,N
world's,1,N
worn,1,VN
wrapping,1,VG
wrist,1,N
x's,1,
yah-ha,1,
yaminel,1,
yay,1,
yea,1,ADV
yeah-heh-heh-yeay-yeahey,1,
yeahhhhhh,1,
yeay,1,
yell,1,N
yenny,1,
you',1,
you-can-get-the-business,1,
zero,1,NUM
zoom,1,
zuleyma,1,
