lyric,occurence,pos
drop,29,V
heard,29,VD
let's,29,VB+PPO
our,29,PRO
ready,29,ADJ
something,29,PRO
verse,29,N
yea,29,ADV
crazy,28,ADJ
face,28,N
hate,28,V
him,28,PRO
hit,28,V
lie,28,V
must,28,MOD
next,28,DET
people,28,N
break,27,V
door,27,N
eyes,27,N
gimme,27,VB+PPO
knew,27,VD
makes,27,VBZ
nobody,27,PRO
said,27,VD
than,27,CNJ
words,27,N
even,26,ADV
everything,26,PRO
forget,26,V
made,26,VN
place,26,N
step,26,N
talk,26,V
am,25,V
bad,25,ADJ
better,25,ADJ
friends,25,N
ooh,25,
says,25,VBZ
seen,25,VN
side,25,N
wit',25,
you've,25,PRO
act,24,N
bout,24,N
ey,24,
gal,24,N
gold,24,N
gon',24,
grill,24,N
he's,24,PRO
inside,24,P
name,24,N
rollin',24,
start,24,V
body,23,N
forever,23,ADV
hold,23,V
ladies,23,N
pump,23,N
should,23,MOD
slow,23,ADJ
slowly,23,ADV
song,23,N
true,23,ADJ
diamonds,22,N
didn't,22,V
hand,22,N
last,22,DET
mean,22,V
new,22,ADJ
stand,22,V
were,22,V
woman,22,N
you'll,22,PRO
dem,21,
done,21,VN
far,21,ADV
god,21,N
goes,21,VBZ
going,21,VG
iz,21,
louder,21,ADJ
luv,21,
miss,21,V
young,21,ADJ
best,20,ADJ
change,20,N
daddy,20,
floor,20,N
gurl,20,
okay,20,ADJ
pull,20,V
radio,20,N
stripper,20,
those,20,DET
through,20,P
throw,20,V
told,20,VD
yes,20,ADV
block,19,N
doin,19,VG
hang,19,V
lady,19,N
lot,19,N
loved,19,VD
myself,19,PRO
please,19,V
stoppin,19,
their,19,PRO
without,19,P
'bout,18,P
1,18,NUM
again,18,ADV
bet,18,V
cuz,18,
format,18,N
fuck,18,V
hung,18,VD
kiss,18,V
oooh,18,
open,18,ADJ
ridin,18,
road,18,N
rockin',18,
roll,18,V
same,18,DET
scream,18,N
stick,18,V
tired,18,VN
today,18,N
cold,17,ADJ
cry,17,N
die,17,V
fi,17,
fly,17,V
found,17,VN
friend,17,N
hope,17,N
im,17,
inna,17,
making,17,VG
pain,17,N
playin',17,VG
smoke,17,N
snap,17,V
spending,17,VG
thought,17,VD
till,17,CNJ
whole,17,ADJ
'head,16,
blue,16,ADJ
bounce,16,N
boys,16,N
de,16,FW
gon,16,
hey-hey,16,
hood,16,N
i'd,16,
lookin',16,
mama,16,
matter,16,N
once,16,ADV
play,16,V
sayin',16,N
saying,16,VG
somebody,16,PRO
soul,16,N
stupid,16,ADJ
top,16,N
voice,16,N
anymore,15,ADV
believe,15,V
bitches,15,
did,15,V
em,15,PRO
everybody,15,PRO
game,15,N
help,15,V
keeps,15,VBZ
light,15,N
lips,15,N
lose,15,V
might,15,MOD
mo,15,
round,15,ADJ
sick,15,ADJ
sure,15,ADJ
thang,15,
trust,15,V
two,15,NUM
white,15,ADJ
y'all,15,PRO
alone,14,ADV
b,14,N
bridge,14,N
dis,14,
does,14,V
front,14,N
hair,14,N
lookin,14,
maybe,14,ADV
mouth,14,N
playing,14,VG
pole,14,N
poppin',14,
que,14,FW
saw,14,VD
secret,14,ADJ
shakira,14,
spot,14,N
standing,14,VG
tellin,14,
telling,14,VG
until,14,CNJ
3,13,NUM
aye,13,ADV
bossy,13,
car,13,N
clean,13,ADJ
close,13,ADV
doin',13,VG
guy,13,N
high,13,ADJ
hot,13,ADJ
i'ma,13,
jeans,13,
live,13,V
loaded,13,VN
lost,13,VN
monkey,13,N
neck,13,N
own,13,ADJ
ring,13,N
save,13,V
set,13,VN
sprung,13,VN
wait,13,V
wonder,13,V
aint,12,
behind,12,P
black,12,ADJ
candy,12,N
chance,12,N
chicks,12,N
drive,12,N
drunk,12,ADJ
dude,12,
everyone,12,PRO
eye,12,N
fallin',12,
green,12,ADJ
guess,12,V
hips,12,N
known,12,VN
knows,12,VBZ
mad,12,ADJ
makin',12,
nananana,12,
niggaz,12,
paul,12,
promiscuous,12,
seems,12,VBZ
shaking,12,VG
shorty,12,
sing,12,V
straight,12,ADJ
switch,12,N
talking,12,VG
understand,12,V
used,12,VN
you'd,12,PRO
arms,11,N
blow,11,N
cock,11,N
dip,11,N
dont,11,
enough,11,DET
everytime,11,
everywhere,11,ADV
fact,11,N
fast,11,ADV
feelin',11,
fight,11,N
flo,11,
full,11,ADJ
into,11,P
joc,11,
kinda,11,DET
lay,11,VD
lead,11,V
lil,11,
number,11,N
ohh,11,
rest,11,N
sad,11,ADJ
shine,11,N
sleep,11,N
somethin,11,PRO
songs,11,N
sound,11,N
speak,11,V
strong,11,ADJ
tomorrow,11,N
trying,11,VG
afraid,10,ADJ
air,10,N
akon,10,
ask,10,V
attention,10,N
bend,10,V
bottom,10,N
bullet,10,N
care,10,N
cha,10,
coming,10,VG
cool,10,ADJ
dawg,10,
dream,10,N
drink,10,N
en,10,FW
fed,10,VN
fellas,10,N
felt,10,VD
fine,10,ADJ
fingers,10,N
fresh,10,ADJ
gave,10,VD
half,10,DET
has,10,V
ice,10,N
jus,10,
kick,10,N
kid,10,N
louis,10,
lovin',10,
many,10,DET
meant,10,VD
mine,10,PRO
moving,10,VG
ms,10,
pimp,10,N
pussy,10,N
question,10,N
regret,10,V
running,10,VG
se,10,FW
since,10,CNJ
tellin',10,
together,10,ADV
ways,10,N
'till,9,P
anything,9,PRO
apart,9,ADV
california,9,
came,9,VD
carry,9,V
chase,9,N
city,9,N
couple,9,N
days,9,N
dog,9,N
faithful,9,ADJ
fall,9,N
feeling,9,N
free,9,ADJ
grab,9,V
honey,9,N
hop,9,
hurt,9,V
listen,9,V
loud,9,ADJ
ludacris,9,
maker,9,N
meet,9,V
old,9,ADJ
pimpin,9,
pretty,9,DET
pullin,9,
reason,9,N
sean,9,
sense,9,N
shawty,9,
sometimes,9,ADV
style,9,N
taste,9,N
tears,9,N
times,9,N
trunk,9,N
twork,9,
went,9,VD
worry,9,V
yo',9,
angel,8,N
answer,8,N
anyone,8,PRO
arm,8,N
bass,8,N
beautiful,8,ADJ
between,8,P
bit,8,N
breath,8,N
bro,8,
broke,8,VD
buttons,8,N
c'mon,8,
chick,8,N
chirp,8,
climbin',8,
closing,8,VG
clothes,8,N
comin',8,N
complex,8,ADJ
digger,8,
falling,8,VG
fantasy,8,N
gettin,8,
goin,8,VG
grand,8,ADJ
hoe,8,
hoes,8,N
hook,8,N
its,8,PRO
junk,8,N
line,8,N
lives,8,N
loosen,8,V
loving,8,VG
most,8,DET
mourn,8,V
nate,8,
nowhere,8,ADV
plus,8,CNJ
point,8,N
poppin,8,
rain,8,N
relationship,8,N
remember,8,V
s,8,
sex,8,N
sittin',8,
skin,8,N
smiling,8,VG
sore,8,ADJ
sprungi'm,8,
stayin',8,
streets,8,N
swear,8,V
teeth,8,N
thick,8,ADJ
tight,8,ADJ
town,8,N
trippin',8,
type,8,N
unpredictable,8,ADJ
whatcha,8,
wheel,8,N
windmill,8,N
worth,8,ADJ
yang,8,
years,8,N
ying,8,
yourself,8,PRO
admit,7,V
ahhhhahahahah,7,
already,7,ADV
any,7,DET
ayy,7,
ball,7,N
being,7,V
book,7,N
both,7,DET
breathing,7,VG
brown,7,ADJ
class,7,N
couldn't,7,MOD
dark,7,ADJ
deep,7,ADJ
dj,7,
dogg,7,
dro,7,
earlier,7,ADJ
ella,7,
end,7,N
excuse,7,N
fat,7,ADJ
feet,7,N
fergie,7,
flo',7,
flow,7,N
fo,7,
frontin',7,
funny,7,ADJ
gettin',7,VG
givin',7,VG
goddamn,7,ADJ
haters,7,
hating,7,VG
haven't,7,V
hell,7,N
highway,7,N
holdin',7,VG
hurts,7,VBZ
imma,7,
indeed,7,ADV
jet,7,N
key,7,N
learned,7,VN
lets,7,VBZ
lights,7,N
lo,7,UH
means,7,N
memory,7,N
messed,7,VD
met,7,VD
mommy,7,
mother,7,N
music,7,N
needs,7,N
nitti,7,
ohhh,7,
pass,7,V
pharrel,7,
piece,7,N
playas,7,
possibly,7,ADV
rejoice,7,V
release,7,N
room,7,N
saving,7,VG
seats,7,N
self,7,N
shady,7,ADJ
shoulda,7,
sit,7,V
somewhere,7,ADV
sparxxx,7,
storm,7,N
stuck,7,VN
sugar,7,N
swingin',7,VG
team,7,N
they'd,7,PRO
they're,7,PRO
three,7,NUM
tried,7,VD
vip,7,
walking,7,VG
wanted,7,VD
wasn't,7,V
waste,7,N
where'd,7,
whistle,7,N
wishing,7,VG
yet,7,ADV
yours,7,PRO
yung,7,
808,6,
after,6,P
arrow,6,N
baila,6,
bedroom,6,N
begins,6,VBZ
bien,6,FW
bitterness,6,N
boo,6,V
brain,6,N
bus,6,N
bust,6,N
cars,6,N
chest,6,N
child,6,N
chime,6,
clock,6,N
comes,6,VBZ
crib,6,N
deh,6,
den,6,
dick,6,
doesn't,6,V
eight,6,NUM
el,6,
enticing,6,VG
everyday,6,ADJ
feat,6,N
fighting,6,VG
figure,6,N
flip,6,V
fulfill,6,V
getting,6,VG
gives,6,VBZ
guilla'o,6,
hatin',6,
having,6,V
higher,6,ADJ
holla,6,
inny,6,
jeezy,6,
jewelry,6,N
keepin',6,
kinds,6,N
kno,6,
knockin,6,
laugh,6,N
leaving,6,VG
livin',6,
lock,6,N
lord,6,N
lumps,6,N
ma,6,N
meeny,6,
messin',6,
million,6,NUM
miny,6,
month,6,N
nanananana,6,
nose,6,N
ohhhh,6,
ones,6,N
ounce,6,N
papa,6,
party,6,N
patrollin',6,
peace,6,N
phone,6,N
photo,6,N
platinum,6,N
proud,6,ADJ
rap,6,N
recognize,6,V
red,6,ADJ
remind,6,V
repeat,6,V
safe,6,ADJ
saved,6,VN
school,6,N
second,6,NUM
seeing,6,VG
sky,6,N
somethin',6,PRO
sounds,6,N
stare,6,V
starting,6,VG
stayed,6,VD
sweet,6,ADJ
taking,6,VG
tee,6,N
thank,6,V
thug,6,N
track,6,N
treat,6,V
turning,6,VG
twins,6,N
unspoken,6,ADJ
unwritten,6,
warm,6,ADJ
we'll,6,PRO
whatever,6,WH
whip,6,N
who's,6,WH
wide,6,ADJ
william,6,
'cuz,5,
24,5,NUM
6,5,NUM
alarm,5,N
begin,5,V
betta,5,
blast,5,N
bone,5,N
boomp-boomp,5,
born,5,VN
boss,5,N
bra,5,
brains,5,N
brand,5,N
bringing,5,VG
brother,5,N
brought,5,VD
bubba,5,
bump,5,V
burn,5,V
burning,5,VG
buy,5,V
calle,5,
calling,5,VG
casa,5,
champagne,5,N
cheese,5,N
chevy,5,
chu,5,
ciara),5,
confidence,5,N
cut,5,V
dancing,5,VG
deck,5,N
distance,5,N
doing,5,VG
donkey,5,N
dough,5,N
drama,5,N
drench,5,
dun,5,N
dying,5,VG
eighteen,5,NUM
eminem,5,
ese,5,
fill,5,V
finds,5,VBZ
forgive,5,V
fucked,5,
games,5,N
garden,5,N
gun,5,N
guys,5,N
haffi,5,
handle,5,V
hanging,5,VG
happenin',5,
holding,5,VG
hopin',5,
house,5,N
hundred,5,NUM
hurry,5,V
inches,5,N
jesus,5,
kids,5,N
king,5,N
kissin',5,
knees,5,N
locked,5,VN
loose,5,ADJ
losing,5,VG
lovely,5,ADJ
mattress,5,
miles,5,N
misery,5,N
moon,5,N
music's,5,
muster,5,V
muthafkin,5,
nervous,5,ADJ
nights,5,N
nothin',5,PRO
ov'r,5,
overtime,5,N
pants,5,N
paparazzi,5,
park,5,N
plan,5,N
planet,5,N
poise,5,N
pon,5,
porno,5,
problem,5,N
promise,5,N
push,5,V
rainbow,5,N
raise,5,V
rationality,5,N
reach,5,V
replace,5,V
respect,5,N
seconds,5,N
seem,5,V
separate,5,ADJ
shadow,5,N
she'll,5,PRO
shelter,5,N
singing,5,VG
sleeping,5,VG
slick,5,ADJ
space,5,N
speaking,5,VG
stacks,5,N
star,5,N
started,5,VD
stereo,5,N
sun,5,N
swangin',5,
t-pain,5,
tactics,5,N
talkin',5,VG
tan,5,ADJ
temperature,5,N
thinking,5,VG
thinks,5,VBZ
though,5,CNJ
thoughts,5,N
tip,5,N
under,5,P
v,5,
vocal,5,ADJ
water,5,N
we've,5,PRO
week,5,N
whack,5,N
whisper,5,N
window,5,N
wobble,5,V
wouldn't,5,MOD
you's,5,PRO
yup,5,
'fore,4,CNJ
'jects,4,
(2x)),4,
(bubba,4,
30,4,NUM
4,4,NUM
40,4,NUM
44,4,NUM
9,4,NUM
above,4,P
acting,4,VG
ah-ah,4,
aim,4,N
almost,4,ADV
amaze,4,V
an',4,CNJ
anyway,4,ADV
appreciate,4,V
arguing,4,VG
asking,4,VG
asshole,4,
badass,4,
baller,4,
bape,4,
bar,4,N
beach,4,N
bed,4,N
bedpost,4,N
benz,4,
blond,4,ADJ
blowin,4,
bought,4,VD
broken,4,VN
buck,4,N
butt,4,N
callin',4,VG
caught,4,VD
chips,4,N
choose,4,V
clap,4,N
coco,4,N
comfortable,4,ADJ
compare,4,V
confess,4,V
control,4,N
country,4,N
crawling,4,VG
creepin',4,
crew,4,N
crunk,4,
cuerpo,4,
d,4,
def,4,FW
deny,4,V
dey,4,PRO
di-diamonds,4,
dollar,4,N
dollars,4,N
double,4,ADJ
dreams,4,N
dress,4,N
drinks,4,N
drum,4,N
ear,4,N
eat,4,V
empty,4,ADJ
experience,4,N
fade,4,V
fake,4,ADJ
faker,4,N
feelin,4,
feels,4,VBZ
few,4,DET
finally,4,ADV
finna,4,
fire,4,N
fk,4,
flipping,4,VG
four,4,NUM
franchize,4,
fun,4,N
g's,4,
gallardo,4,
glock,4,
grass,4,N
grindin',4,
ground,4,N
h,4,N
hahahahahaa,4,
happy,4,ADJ
hearing,4,N
heat,4,N
holiday,4,N
hott,4,
hottest,4,ADJ
j,4,
jail,4,N
jockin',4,
juicy,4,ADJ
jump,4,V
jumpin',4,
killing,4,N
kind,4,N
knapsack,4,
knock,4,V
knowing,4,VG
lamborghini,4,
land,4,N
lap,4,N
later,4,ADV
less,4,DET
letting,4,VG
life's,4,N
los,4,
mack,4,
makin,4,
mall,4,N
mami,4,
may,4,MOD
mayne,4,
mi,4,
milky,4,
minute,4,N
missing,4,VG
mistakes,4,N
moment,4,N
movin',4,
murderer,4,N
na,4,
naw,4,
needed,4,VN
nice,4,ADJ
nicole,4,
notch,4,N
nothin,4,PRO
oil,4,N
p,4,N
page,4,N
palace,4,N
part,4,N
patient,4,N
phantom,4,N
pick,4,V
playa,4,
pretend,4,V
priest,4,N
priestess,4,
proper,4,ADJ
puff,4,V
purple,4,ADJ
pussycat,4,N
radar,4,N
raised,4,VN
range,4,N
rather,4,P
rida,4,
ripe,4,ADJ
rise,4,N
rolling,4,VG
rows,4,N
shirt,4,N
shoes,4,N
signs,4,N
simultaneous,4,ADJ
sister,4,N
slap,4,V
slim,4,ADJ
soon,4,ADV
stain,4,N
stakes,4,N
staring,4,VG
sticking,4,VG
story,4,N
stunna,4,
such,4,ADJ
suck,4,V
swallow,4,V
swell,4,V
swing,4,V
switched,4,VD
ta,4,
taebo,4,
tattooed,4,VN
teach,4,V
that-that-that,4,
that-that-thathey-hey,4,
thinkin,4,VG
throwing,4,VG
toes,4,N
trouble,4,N
turns,4,VBZ
undercover,4,ADJ
underneath,4,P
wake,4,V
waking,4,VG
wall,4,N
watchin',4,
watching,4,VG
weak,4,ADJ
wear,4,V
weed,4,V
wife,4,N
wow,4,
wrist,4,N
write,4,V
wyclef,4,
ya'll,4,
yard,4,N
'til,3,
1:,3,
5,3,NUM
[verse,3,
across,3,P
ago,3,ADV
ah,3,UH
album,3,N
ali,3,
angry,3,ADJ
anybody,3,PRO
asi,3,
attack,3,N
attraction,3,N
babe,3,
backs,3,N
balls,3,N
bam,3,
bang,3,V
bank,3,N
become,3,V
bim,3,
blank,3,ADJ
blink,3,V
blong,3,
blunt,3,ADJ
bonita,3,
boyfriend,3,
boyz,3,
breakdown,3,N
breaking,3,VG
bubble,3,N
burnin,3,
business,3,N
busy,3,ADJ
bye,3,V
cadillacs,3,
camera,3,N
cannot,3,MOD
cant,3,N
career,3,N
carrots,3,N
carryin',3,
case,3,N
cash,3,N
changed,3,VN
charm,3,N
chewing,3,VG
chillin',3,
chris,3,
ciara,3,
circles,3,N
clip,3,N
college,3,N
como,3,
company,3,N
concernin,3,
cops,3,N
cost,3,N
countryside,3,N
cover,3,V
create,3,V
crying,3,VG
dale,3,
dancin',3,
dats,3,
deadly,3,ADJ
debatin',3,
diamond,3,N
diddy,3,
dinner,3,N
dipset,3,
dolls,3,N
don,3,N
doors,3,N
dope,3,N
drank,3,VD
drinkin,3,
drinkin',3,
e-40,3,
earnin,3,
easy,3,ADJ
eightball,3,
es,3,
estan,3,
fabulous,3,ADJ
fading,3,VG
ferg,3,
fit,3,V
five,3,NUM
fizzlin',3,
follow,3,V
fool,3,N
freak,3,N
fucking,3,
gentlemen,3,N
gets,3,VBZ
gipp,3,
girl's,3,N
glass,3,N
goose,3,N
gorillaz,3,
grey,3,ADJ
gwan,3,
hailie,3,
hammer,3,N
happens,3,VBZ
hardly,3,ADV
harm,3,N
hats,3,N
held,3,VN
hennessy,3,
hi,3,
hometown,3,
hunger,3,N
icy,3,ADJ
ill,3,ADJ
illuminate,3,V
ima,3,
inhibitions,3,N
itself,3,PRO
jamaican,3,
joint,3,N
jumpin,3,
kill,3,V
kush,3,
laced,3,VD
laying,3,VG
leaves,3,VBZ
leavin',3,
lemme,3,
letcha,3,
lines,3,N
list,3,N
llama,3,
lonely,3,ADJ
lovers,3,N
lucky,3,ADJ
magic,3,ADJ
mas,3,
mention,3,V
mess,3,N
middle,3,ADJ
mirror,3,N
mistake,3,N
mjg,3,
mo',3,
months,3,N
moved,3,VD
moves,3,VBZ
movie,3,N
navigate,3,V
neither,3,CNJ
none,3,PRO
obvious,3,ADJ
others,3,N
outrageous,3,ADJ
outside,3,P
outta,3,
pack,3,N
paid,3,VN
paper,3,N
past,3,N
patrone,3,
perfection,3,N
plane,3,N
player,3,N
pocket,3,N
pool,3,N
posted,3,VN
pour,3,V
pray,3,V
present,3,ADJ
price,3,N
pro,3,P
probably,3,ADV
prove,3,V
purp,3,
quickly,3,ADV
reaching,3,VG
read,3,V
reading,3,VG
record,3,N
reppin',3,
retarded,3,VN
riding,3,VG
rims,3,N
rob,3,V
runnin',3,VG
sand,3,N
santana,3,
sayin,3,VG
scared,3,VN
scene,3,N
seat,3,N
shakin,3,
shakin',3,
shame,3,N
shannon,3,
shinin',3,
sho,3,
shots,3,N
si,3,
sidewalk,3,N
sight,3,N
simply,3,ADV
singin',3,
sippin,3,
sizzlin',3,
skeet,3,N
slut,3,
smooth,3,ADJ
spanish,3,
speed,3,N
spend,3,V
spit,3,V
spread,3,V
squad,3,N
stars,3,N
state,3,N
stone,3,N
store,3,N
stray,3,ADJ
street,3,N
stronger,3,ADJ
strut,3,N
stuff,3,N
su,3,
support,3,N
supposed,3,VN
survive,3,V
survivor,3,N
system,3,N
tags,3,N
takin',3,VG
te,3,
teasing,3,VG
tension,3,N
test,3,N
thinkin',3,
third,3,NUM
thousand,3,NUM
tick,3,V
tims,3,
tongue,3,N
toss,3,V
trick,3,N
truck,3,N
truth,3,N
turned,3,VD
tv,3,
twerking,3,
un,3,N
usually,3,ADV
very,3,DET
view,3,N
vitton,3,
waitin',3,
walkin',3,VG
walls,3,N
wassup,3,
we'd,3,PRO
wedding,3,N
wet,3,ADJ
wherever,3,WH
whoa,3,
whom,3,WH
whooo,3,
wild,3,ADJ
wise,3,ADJ
women,3,N
word,3,N
wrinkle,3,N
wrote,3,VD
yep,3,
yum,3,
yurple,3,
zone,3,N
16,2,NUM
20,2,NUM
2:,2,
2x),2,
4's,2,
6-4,2,
[,2,|,|
able,2,ADJ
afford,2,V
aggressive,2,ADJ
agree,2,V
ahh,2,
aiyyo,2,
alive,2,ADJ
ambition,2,N
american,2,
ashley,2,
aside,2,ADV
attitude,2,N
aubrey,2,
babies,2,N
background,2,N
backseat,2,
bags,2,N
banana,2,N
band,2,N
bankhead,2,
barely,2,ADV
bargained,2,
barranquilla,2,
beauty,2,N
becoming,2,VG
beginning,2,N
belong,2,V
ben,2,
bentley,2,
bigger,2,ADJ
bill,2,N
birds,2,N
blame,2,V
blang,2,
bleeding,2,VG
bless,2,V
blind,2,ADJ
blood,2,N
blowin',2,
boi,2,
bottle,2,N
bottles,2,N
bowl,2,N
breakin,2,VG
breast,2,N
bricks,2,N
brilliant,2,ADJ
bucket,2,N
bumpin,2,VG
bumpin',2,
burned,2,VN
bursting,2,VG
buscando,2,
busta,2,
button,2,N
buzzed,2,VD
cae,2,
calls,2,VBZ
cannon,2,N
captains,2,N
carried,2,VN
cat,2,N
cell,2,N
chamillionaire,2,
changin,2,
changing,2,VG
checking,2,VG
chocolate,2,N
choice,2,N
chop,2,N
christmas,2,
chrome,2,N
clear,2,ADJ
clubbin',2,
clubs,2,N
coin,2,N
colors,2,N
complete,2,ADJ
compliment,2,N
con,2,FW
confused,2,VN
conmigo,2,
convict,2,N
count,2,V
coupe,2,N
coups,2,N
creep,2,V
crenshaw,2,
crooked,2,ADJ
cross,2,V
crowd,2,N
crowded,2,VN
crown,2,N
cruise,2,N
cruisin',2,
cu-cuz,2,
cube,2,N
cum,2,
cup,2,N
curtain,2,N
cuttin,2,
dad,2,N
daddy's,2,
date,2,N
dawn,2,N
deal,2,N
death,2,N
deceiving,2,VG
develop,2,V
dia,2,
different,2,ADJ
directo,2,
disco,2,
dishes,2,N
display,2,N
do',2,
doctor,2,N
dreaming,2,VG
drives,2,VBZ
driving,2,VG
drops,2,N
dumm,2,
dunt,2,
dwoods,2,
dy,2,
dyin',2,
e's,2,
e-fo-oh,2,
ea,2,
earn,2,V
ease,2,N
eighteenth,2,NUM
eleven,2,NUM
endless,2,ADJ
england,2,
epidemic,2,N
er'body,2,
erase,2,V
erupt,2,V
escondas,2,
eso,2,
everythang,2,
exactly,2,ADV
expect,2,V
exposed,2,VN
fa,2,
faces,2,N
facts,2,N
fail,2,V
fair,2,ADJ
faith,2,N
family,2,N
fan,2,N
faybo,2,
fear,2,N
fell,2,VD
field,2,N
fifty,2,NUM
fingaz,2,
finger,2,N
fittin',2,
fix,2,V
flash,2,N
flashes,2,N
flaunt,2,
floatin,2,
floors,2,N
fo',2,
fo-folk,2,
focus,2,N
folk,2,N
followed,2,VN
force,2,N
freaks,2,N
fred,2,
froze,2,VN
fuckin',2,
fulla,2,
fussing,2,VG
future,2,N
g,2,N
gangstas,2,
gata,2,
gate,2,N
gates,2,N
gator,2,
girlfriend,2,
giving,2,VG
glance,2,N
glory,2,N
glow,2,N
glue,2,N
gooshy,2,
grams,2,N
grew,2,VD
grind,2,V
groove,2,N
grow,2,V
grown,2,VN
gum,2,N
haaaaa,2,
hairs,2,N
happened,2,VD
harder,2,ADV
harlem,2,
hated,2,VD
hay,2,N
heads,2,N
hears,2,VBZ
heavy,2,ADJ
heeeeeeeeeeeey,2,
hefers,2,
hennessey,2,
here's,2,ADV
herre,2,
hesitate,2,V
hide,2,V
homie,2,
hopefully,2,ADV
houston,2,
humpty,2,
hurr,2,
hustle,2,V
i'm-a,2,
invitation,2,N
isn't,2,V
it'd,2,PRO
it'll,2,PRO
jack,2,
jay,2,N
jealous,2,ADJ
joe,2,
joke,2,N
judge,2,N
juelz,2,
justin,2,
kills,2,VBZ
kimberly,2,
knee,2,N
krayzie,2,
kryptonite,2,
la-da-di-dup-dup,2,
lack,2,N
lane,2,N
las,2,
lately,2,ADV
laughing,2,VG
law,2,N
laws,2,N
ledge,2,N
lento,2,
licensed,2,VN
lifestyle,2,
lik,2,
lil',2,
limpin,2,
lit,2,VD
livin,2,
load,2,N
lover,2,N
luck,2,N
luda,2,
lump,2,N
lyrics,2,N
mafia,2,
main,2,ADJ
mami's,2,
man's,2,N
marriage,2,N
mary,2,
maximum,2,ADJ
measure,2,N
melody,2,N
memphis,2,
men,2,N
mercedes,2,
message,2,N
mile,2,N
milk,2,N
minutes,2,N
mira,2,
misbehave,2,
missed,2,VN
missin',2,
mix,2,V
mmm,2,
mob,2,N
momma,2,
mornin',2,
motherfucker,2,
mr,2,
nation,2,N
near,2,P
nelly,2,
neon,2,N
neva,2,
news,2,N
nicely,2,ADV
nightmares,2,N
noche,2,
noise,2,N
