lyric,occurence,pos
brilliant,1,ADJ
bringin,1,
brinks,1,
broadway,1,
brow,1,N
brown,1,ADJ
bruce,1,
bubble,1,N
buckets,1,N
building,1,N
built-in,1,ADJ
bum-bum,1,
bummy,1,
bumpin',1,
bunch,1,N
buns,1,N
buried,1,VN
burnt,1,VN
burst,1,N
business,1,N
busing,1,
butterfly,1,N
button,1,N
button-,1,
button-down,1,ADJ
butts,1,N
buy,1,V
buys,1,VBZ
c'mon,1,
cabin,1,N
cabinet,1,N
caesar'll,1,
callin,1,
calls,1,VBZ
camelot,1,
camera,1,N
cameras,1,N
canal,1,
capitalize,1,V
cards,1,N
careful,1,ADJ
caren,1,
cargo's,1,
carlo,1,
caroline,1,
carrying,1,VG
cashing,1,
casual,1,ADJ
catastrophe,1,N
catchin',1,
cautious,1,ADJ
caving,1,VG
cavities,1,N
cell,1,N
cents,1,N
ceo,1,
certificate,1,N
chained,1,
chandeliers,1,N
characteristics,1,N
cheap,1,ADJ
cheated,1,VN
cheating,1,VG
check,1,N
checks,1,N
cheers,1,N
chemicals,1,N
chess,1,N
chicago,1,
chicka,1,
chicks,1,N
chico,1,
childhood,1,N
children,1,N
childs,1,
chill,1,N
chinatown,1,
choke,1,V
choppers,1,
chords,1,N
chrome,1,N
chromed,1,
chuck,1,N
church,1,N
cigarettes,1,N
circles,1,N
city's,1,N
clawed,1,VN
cliche,1,N
closing,1,VG
clouded,1,VN
clubs,1,N
cobain,1,
cock,1,N
cold-ass,1,
collecting,1,VG
collides,1,
cologne,1,
comfortable,1,ADJ
comments,1,N
commodities,1,N
common,1,ADJ
communicate,1,V
companies,1,N
company,1,N
complexion,1,N
compliments,1,N
confessions,1,N
conscience,1,N
conservatives,1,N
constellation,1,
contagious,1,ADJ
conway,1,
copped,1,
copping,1,
cops,1,N
copy,1,N
corinne,1,
cornered,1,VN
corners,1,N
cornerstone,1,N
cosa,1,
cosby,1,
cough,1,V
could've,1,
court,1,N
covered,1,VN
cow,1,N
cracked,1,VD
craft,1,N
craftmatic,1,
crashing,1,VG
craters,1,N
crawl,1,V
creak,1,N
creeping,1,VG
crispy,1,
crisscrossed,1,
critic,1,N
croak,1,N
crossed,1,VD
crouching,1,VG
crowd,1,N
crowded,1,VN
cruisin',1,
crushin',1,
crutch,1,N
crystal,1,N
cumberland,1,
cured,1,VN
curse,1,N
curtain's,1,
cuts,1,N
cutting,1,VG
d-league,1,
dad,1,N
daddy,1,
daily,1,ADV
dakota,1,
dale,1,
damage,1,N
dammit,1,UH
damnit,1,UH
dancin',1,
dangling,1,VG
dare,1,V
darkest,1,ADJ
darkness,1,N
daughter,1,N
day's,1,N
ddaega,1,
ddaerineun,1,
ddeugeoweojineun,1,
de-details,1,
deadlines,1,N
deaf,1,ADJ
decatur,1,
deceased,1,ADJ
deceiving,1,VG
decision,1,N
deeper,1,ADJ
deliver,1,V
dentist,1,N
depressed,1,VN
desert,1,N
deserve,1,V
destined,1,VN
detonation,1,N
deuces,1,
devil,1,N
dies,1,VBZ
diet,1,N
dig,1,V
disappear,1,V
disappearing,1,VG
discouraged,1,VN
disguise,1,V
disown,1,V
diver,1,N
dixie,1,
doemyeon,1,
dog,1,N
dogwood,1,N
doll,1,N
dom,1,
don,1,N
donating,1,VG
dookie,1,
doors,1,N
dot,1,N
doubt,1,N
dough,1,N
dramatic,1,ADJ
draped,1,VN
drawl,1,N
dre,1,
dreamed,1,VN
dried,1,VN
drove,1,VD
drowns,1,VBZ
drugs,1,N
ducks,1,N
ducts,1,N
due,1,ADJ
dug,1,VN
dui,1,
dye,1,
dying,1,VG
dysfunctional,1,
e-class,1,
earned,1,VN
ease,1,N
east,1,N
eastbay,1,
eating,1,VG
eats,1,VBZ
edge,1,N
edition,1,N
ego,1,N
eh,1,UH
electric,1,ADJ
elephant,1,N
emptied,1,VN
enemies,1,N
england,1,
english,1,
enjoyed,1,VD
enjoyin,1,
enticing,1,VG
envy,1,V
equal,1,ADJ
escape,1,V
especially,1,ADV
esta,1,
ether,1,DET
evaporate,1,V
everythin',1,
ew,1,
example,1,N
excess,1,N
excited,1,VN
exes,1,
expense,1,N
explain,1,V
explore,1,V
fabric,1,N
faces,1,N
faggots,1,
fail,1,V
failure,1,N
faint,1,ADJ
fair,1,ADJ
fairy,1,N
fallen,1,VN
family,1,N
fans,1,N
fate,1,N
father's,1,N
fearing,1,VG
fears,1,N
feast,1,N
feature,1,N
fence,1,N
fever,1,N
fiddler,1,
fiend,1,N
fighting,1,VG
filet,1,
fillin',1,
fish,1,N
fist,1,N
fists,1,N
five,1,NUM
fixin',1,
flag,1,N
flannel,1,N
flashing,1,VG
flask,1,N
flawless,1,ADJ
flossing,1,
flow,1,N
flying,1,VG
fold,1,N
folks,1,N
food,1,N
fool,1,N
footprints,1,
ford,1,
foreign,1,ADJ
foresight,1,N
forgave,1,VD
forgot,1,VD
forgotten,1,VN
fortune,1,N
founded,1,VN
four-letter,1,ADJ
four-wheel,1,
fourteen,1,NUM
fourth,1,NUM
fragrance,1,N
freak,1,N
freed,1,VN
freeze-framed,1,
fresher,1,
friendly,1,ADJ
frog,1,
fronts,1,N
frosty,1,ADJ
frowns,1,VBZ
frozen,1,VN
fuckin',1,
funky,1,
g's,1,
gain,1,N
games,1,N
gamgagjeogin,1,
gap,1,N
garyeossjiman,1,
gas,1,N
gasp,1,N
gator,1,
gear,1,N
geeks,1,
gender,1,N
generation,1,N
genius,1,N
genre,1,N
geunyugboda,1,
glance,1,N
glare,1,N
glove,1,N
gloves,1,N
go-o-o-o-o,1,
goddamn,1,ADJ
gong,1,
goodnight,1,UH
goose,1,N
grabbed,1,VD
grade,1,N
grammy,1,
granddad,1,
granddaddy,1,
grandma's,1,
grandpa,1,
granted,1,VN
grass,1,N
grateful,1,ADJ
grave,1,ADJ
greet,1,V
grey,1,ADJ
grill,1,N
grin,1,N
grip,1,N
groovy,1,
grudgy,1,
guardian,1,N
guards,1,N
gucci,1,
guided,1,VN
guilty,1,ADJ
gym,1,N
habit,1,N
hail,1,N
halfway,1,ADV
hallway,1,N
ham,1,N
hammer,1,N
hand-me-downs,1,
handle,1,V
hangin',1,VG
hanjanyi,1,
happen,1,V
happenin',1,
harlem,1,
hasn't,1,V
hateful,1,ADJ
hates,1,VBZ
hatin,1,
haunts,1,VBZ
havin',1,
hawks,1,VBZ
he'll,1,PRO
headed,1,VN
heads,1,N
heartbeat,1,N
heartbreaks,1,
heater,1,N
heavenly,1,ADJ
heck,1,N
hellbound,1,
hendrix,1,
here's,1,ADV
heyeyey,1,
heyeyeyey,1,
highway,1,N
hinges,1,N
hipsters,1,
hmmm,1,
hoes',1,
holdin,1,
holds,1,VBZ
hole,1,N
holes,1,N
hollered,1,VD
homegirls,1,
homies',1,
honky,1,
honky-tonk,1,N
hook,1,N
hopped,1,VD
horses,1,N
hot-headed,1,
hotter,1,ADJ
hourly,1,ADJ
hov,1,
human,1,ADJ
humans,1,N
humility,1,N
hungry,1,ADJ
hunks,1,
hurricane,1,N
hustler,1,N
hype,1,
i'ma,1,
i's,1,
i-n-d-e-p-e-n-d-e-n-t,1,
iddaeda,1,
idea,1,N
if's,1,
ignite,1,V
ignorant,1,ADJ
ignores,1,VBZ
illest,1,
impaled,1,VN
important,1,ADJ
impress,1,V
incline,1,N
indeed,1,ADV
influenced,1,VN
inganjeogin,1,
insides,1,N
inspiration,1,N
internet,1,
invincible,1,ADJ
invited,1,VN
iris,1,
irony,1,N
irs,1,
iv,1,
j,1,
jacha-chacha-chacha-chow,1,
jack,1,
jacked,1,
jacket,1,N
jackson,1,
jamaica,1,
jammies,1,
japan,1,
jaywalking,1,
jealousy,1,N
jeomjanha,1,
jeone,1,
jeongsughae,1,
jimi,1,
john,1,N
johnson,1,
joke,1,N
journey,1,N
jukebox,1,
july,1,
jumped,1,VD
jumpin',1,
jumpsuit,1,
k,1,N
k's,1,
kardashian,1,
karma,1,
kc,1,
kelly's,1,
ken,1,N
kennedy,1,
khakis,1,
ki,1,
kidding,1,VG
killer,1,N
killin,1,
killing,1,N
kinds,1,N
knee,1,N
knives,1,N
knowing,1,VG
known,1,VN
kobe,1,
kors,1,
kurt,1,
laced,1,VD
lack,1,N
ladies,1,N
laid,1,VN
lamar,1,
lashes,1,N
later's,1,
lathered,1,VN
laughing,1,VG
laundry,1,N
law,1,N
law's,1,
lead,1,V
league,1,N
learned,1,VN
learning,1,VG
leather,1,N
leaves,1,VBZ
led,1,VD
lee,1,
leer,1,
legend,1,N
lemmon,1,
leopard,1,
lesser,1,ADJ
letters,1,N
level,1,N
light's,1,
lighting,1,VG
limb,1,N
limited,1,VN
lipstick,1,N
list,1,N
listening,1,VG
literal,1,ADJ
liver,1,N
livin,1,
load,1,N
lobby,1,N
logic,1,N
lollop,1,
loose,1,ADJ
losers,1,N
lou,1,
loudest,1,ADJ
lover,1,N
lover's,1,N
lp,1,
luggage,1,N
luke,1,
lukewarm,1,ADJ
mac,1,
mack,1,
mack-le-more,1,
magician,1,N
main,1,ADJ
make-up,1,N
makeup,1,N
malibu,1,
mall,1,N
mama-dum-day-do,1,
mamita,1,
mammy,1,
man-made,1,ADJ
mannequins,1,
march,1,N
marching,1,VG
marshall,1,
martyr,1,N
masquerade,1,V
matches,1,N
mate,1,N
mathers,1,
matters,1,N
mc,1,
mcing,1,
meal,1,N
meantime,1,N
mello,1,
melody,1,N
memory,1,N
memory's,1,
men,1,N
meori,1,
meow,1,
message,1,N
messed,1,VD
mezzanine,1,
mice,1,N
micyeobeorineun,1,
mighty,1,ADJ
mignon,1,
mil,1,
mile,1,N
mileage,1,N
mill,1,N
millimeter,1,N
minaj,1,
mink,1,N
minutes,1,N
miracles,1,N
mixed,1,VN
mixtape,1,
mo-tion,1,
moccasins,1,N
model,1,N
moet,1,
mohammed,1,
monogamy,1,
monte,1,
month,1,N
moo,1,
mood,1,N
moonshine,1,
moonwalkin',1,
morn,1,
mornin',1,
morphine,1,N
mortgage,1,N
motherfuckin,1,
mountains,1,N
mouse,1,N
moved,1,VD
movie,1,N
movies,1,N
mow,1,
mr,1,
mr.,1,
muggeossdeon,1,
mula,1,
nate,1,
nauseous,1,
navi,1,
necklace,1,N
needle,1,N
neighbors,1,N
neighbours,1,N
neomankeum,1,
nephew's,1,
nevermind,1,
|nigga,|,1,
nightsahhh,1,
nike,1,
ninety-nine,1,NUM
nobody's,1,PRO
noculboda,1,
noggin,1,
nooo,1,
norway,1,
nostalgia's,1,
note,1,N
notes,1,N
nothing's,1,
notice,1,N
november,1,
|now,|,1,
numbed,1,
o'clock,1,ADV
obvious,1,ADJ
ocean,1,N
oh-woah-oh,1,
okinawa,1,
olsen,1,
olympian,1,
one's,1,PRO
onesie,1,
oohh,1,
oppression,1,N
oppressive,1,ADJ
original,1,ADJ
others,1,N
outcast,1,N
outfit,1,N
overheard,1,VN
owned,1,VN
oye,1,
p-p-p-pow,1,
packing,1,VG
pad,1,N
page,1,N
pain's,1,
palms,1,N
panic,1,N
pants,1,N
paparazzi,1,
parade,1,N
parallel,1,ADV
paralyzed,1,VN
paraphrase,1,
parental,1,ADJ
parents,1,N
paribu,1,
parties,1,N
parts,1,N
pase',1,
patron,1,N
pause,1,N
paws,1,N
payed,1,
payin',1,
pe,1,
peep,1,
peeps,1,
pen,1,N
pens,1,N
pepper,1,N
perfection,1,N
perfume,1,N
perm,1,
perri',1,
perries,1,
person,1,N
petals,1,N
pete's,1,
philly,1,
phoenix,1,
photo,1,N
photographs,1,N
phrase,1,N
physical,1,ADJ
pigeons,1,N
pill,1,N
pimp,1,N
pimped,1,
pimpin',1,
pines,1,N
piss,1,V
pistol,1,N
pit,1,N
pj,1,
pk,1,
plagued,1,VD
plaid,1,
platforms,1,N
player,1,N
plays,1,N
plinko,1,
plugged,1,VN
plus,1,CNJ
pocket's,1,
pockets,1,N
pointy,1,
poisoned,1,VN
poker,1,N
pole,1,N
politely,1,ADV
popular,1,ADJ
porsches,1,
posse's,1,N
post,1,N
pound,1,N
pounds,1,N
pouring,1,VG
pow,1,
powder,1,N
powerful,1,ADJ
prada,1,
pray,1,V
pre-conceived,1,
pre-disposition,1,
pre-k,1,
preach,1,V
precious,1,ADJ
president's,1,N
pressed,1,VN
pressure,1,N
pretend,1,V
pretending,1,VG
prettier,1,ADJ
prettiest,1,ADJ
priest,1,N
prince,1,N
princess,1,N
prize,1,N
pro,1,P
progress,1,N
protect,1,V
psycho,1,
puddle,1,N
pulled,1,VD
pulling,1,VG
pulse,1,N
pumgyeog,1,
pumped,1,VD
puneun,1,
pussy-ass,1,
putty,1,N
q-question,1,
quack,1,N
quake,1,N
quarter,1,N
que,1,FW
quick,1,ADJ
quiet,1,ADJ
quietly,1,ADV
quite,1,DET
r,1,N
ra-hag,1,
rabbit,1,N
rage,1,N
rags,1,N
raincoat,1,
raw,1,ADJ
re-rock,1,
react,1,V
rear,1,ADJ
reasons,1,N
reckless,1,ADJ
records,1,N
reeboks,1,
refill,1,V
refrigerator,1,N
regardless,1,ADV
regards,1,VBZ
relent,1,
remaining,1,VG
reminder,1,N
reminding,1,VG
remotely,1,ADV
ren,1,
reporting,1,VG
reppin,1,
reputation,1,N
reservation,1,N
restless,1,ADJ
return,1,N
revels,1,N
revolution,1,N
rewiring,1,
ribbon,1,N
rica,1,
riches,1,N
ricky,1,
rida,1,
right-wing,1,N
ring,1,N
ring-ding-ding-ding-dingeringeding,1,
ringin,1,
rings,1,N
ripped,1,VD
rise,1,N
rivers,1,N
roam,1,V
roanoke,1,
rockin',1,
rocko,1,
rocky,1,ADJ
rollin',1,
rolls,1,N
rome,1,
roof,1,N
rooms,1,N
rooted,1,VN
rounds,1,N
royce,1,
rozay,1,
rugged,1,ADJ
ruined,1,VN
ruled,1,VN
rumor,1,N
runnin,1,
runs,1,N
rush,1,N
rusty,1,ADJ
sacrifice,1,N
saddest,1,
saint,1,N
saints,1,N
sak,1,
salary,1,N
salute,1,V
sample,1,N
sang,1,VD
sardines,1,N
sasangi,1,
satan,1,
satisfied,1,VN
saturday,1,
say...,1,
sayin,1,VG
sayin',1,N
scale,1,N
scissors,1,N
score,1,N
scratch,1,N
screamed,1,VD
seal,1,N
seasons,1,N
sebring,1,
secondhand,1,N
secret,1,ADJ
section,1,N
seek,1,V
seekers,1,N
seem,1,V
selena,1,
self,1,N
senses,1,N
sent,1,VN
service,1,N
set,1,VN
seventeen,1,NUM
seventeen-hundred,1,
shaker,1,N
shakin',1,
shaking,1,VG
shall,1,MOD
share,1,N
she'd,1,PRO
shed,1,N
sheet,1,N
shelter,1,N
shirt,1,N
shirt's,1,
shit's,1,
shivers,1,
shoot,1,V
shooters,1,N
shoots,1,
shopping,1,VG
shoulda,1,
shouldn't,1,MOD
shout,1,V
showed,1,VD
showers,1,N
sidewalk,1,N
siggido,1,
sigh,1,N
sign,1,N
signed,1,VN
signin',1,
silhouette,1,N
singing,1,VG
sinner,1,N
sinners,1,N
sipeumyeon,1,
sippin',1,
sir,1,N
sit-ins,1,N
skeet,1,N
skies,1,N
skinnies,1,
skip,1,V
skirt,1,N
slamming,1,VG
sleepin',1,
sleeve,1,N
slick,1,ADJ
slicker,1,N
slide,1,N
sliding,1,VG
slim,1,ADJ
slip,1,N
slippers,1,N
slows,1,
smack,1,V
smell,1,N
smells,1,VBZ
snakes,1,N
snapping,1,VG
sneak,1,V
sneaker,1,N
sneakers,1,N
snitchin',1,
snowflakes,1,N
soap,1,N
softer,1,ADJ
solve,1,V
somebody's,1,PRO
somehow,1,ADV
sorrows,1,N
sos,1,
sounds,1,N
spaceship,1,N
spark,1,N
spat,1,VD
speaking,1,VG
specks,1,N
speed,1,N
spell,1,N
spilled,1,VN
spinnin',1,
spinning,1,VG
spirit,1,N
spiritual,1,ADJ
spot,1,N
spotless,1,ADJ
square,1,N
squares,1,N
squeak,1,N
squirrel,1,N
stage,1,N
stale,1,ADJ
stands,1,VBZ
stare,1,V
stared,1,VD
starting,1,VG
state,1,N
statue,1,N
stays,1,VBZ
steal,1,V
steam,1,N
steering,1,VG
stereotypes,1,N
stills,1,N
stimpy's,1,
stinging,1,VG
stolen,1,VN
stomp,1,
stood,1,VD
stopwatch,1,
stories,1,N
strange,1,ADJ
stranger,1,N
strangers,1,N
strength,1,N
strict,1,ADJ
stringing,1,VG
stripes,1,N
stripper,1,
strippers,1,N
stripping,1,
stroll,1,N
strongest,1,ADJ
struggle,1,N
struggled,1,VD
struggling,1,VG
strummed,1,
strut,1,N
stuntin',1,
stunting,1,
styrofoam,1,
suck,1,V
sucker,1,
sucking,1,VG
suffering,1,VG
suga,1,
support,1,N
suppose,1,V
surely,1,ADV
surrender,1,N
survive,1,V
survived,1,VN
survivors,1,N
swag,1,
swallowed,1,VN
sweater,1,N
sweaty,1,ADJ
sweepin,1,
swift,1,ADJ
swim,1,V
swindled,1,VD
swinging,1,VG
swore,1,VD
synonymous,1,ADJ
syrup,1,N
systems,1,N
t-pain,1,
t-t-towel,1,
ta-ta,1,
tales,1,N
talks,1,N
tall,1,ADJ
tallest,1,
tame,1,ADJ
tan,1,ADJ
tanned,1,VN
tastes,1,N
tattooed,1,VN
tattoos,1,
taught,1,VN
taylor,1,
tchoff-tchoff-tchoffo-tchoffo-tchoff,1,
telescope,1,N
tellin,1,
tellin',1,
tennessee,1,
teojyeobeorineun,1,
terrible,1,ADJ
testify,1,V
tethered,1,VN
that'll,1,
they'd,1,PRO
they've,1,PRO
thief,1,N
thinkin',1,
third,1,NUM
thirty-five,1,NUM
thoughts,1,N
threat,1,N
thriller,1,
throat,1,N
throwing,1,VG
thug,1,N
thumbing,1,VG
ticks,1,N
tidal,1,ADJ
til,1,
tiles,1,N
tiny,1,ADJ
tips,1,N
today,1,N
toe,1,N
toes,1,N
toke,1,
tokyo,1,
tom,1,
tomorrow's,1,N
toot,1,
torch,1,N
torn-up,1,
tossed,1,VD
tour,1,N
tow,1,N
traffic,1,N
trash,1,N
treat,1,V
treatment,1,N
trend,1,N
tricked,1,VN
tricks,1,N
trigger,1,N
trill,1,N
trucker,1,
tumor,1,N
tuna,1,
tunes,1,N
tv,1,
tweet,1,
twins,1,N
typical,1,ADJ
typically,1,ADV
tyson,1,
ugly,1,ADJ
|uh,|,1,
ultungbultunghan,1,
unbearable,1,ADJ
uncles,1,N
undefeated,1,
underground,1,ADJ
understands,1,VBZ
undo,1,V
unfamiliar,1,ADJ
united,1,VN
universe,1,N
uoeno,1,
ups,1,N
vain,1,ADJ
validation,1,N
vanilla,1,N
veil,1,N
velcros,1,
velour,1,N
vent,1,N
victim,1,N
victory,1,N
view,1,N
views,1,N
villa,1,N
vinci,1,
vine,1,N
vintage,1,N
visit,1,N
vivid,1,ADJ
vodka,1,
voiceless,1,
vow,1,N
vuittons,1,
w-word,1,
wack,1,
wacked,1,
wafers,1,
waitin',1,
walk-outs,1,
wall,1,N
wanjeon,1,
wanting,1,VG
wants,1,VBZ
warmth,1,N
wars,1,N
wash,1,N
washing,1,VG
wayne,1,
weapon,1,N
wearin',1,VG
wearing,1,VG
weary-eyed,1,
web,1,N
wedding,1,N
weed,1,V
week,1,N
weight,1,N
weightless,1,
weiner,1,
wenmanhan,1,
weonsyas,1,
weren't,1,V
west,1,N
what?,1,
whenever,1,WH
whipin,1,
whiskey,1,N
whispers,1,N
whistle,1,N
whose,1,WH
wifin',1,
william,1,
willing,1,ADJ
wine,1,N
winning,1,VG
wins,1,VBZ
winter,1,N
winters,1,N
wipe,1,V
wishes,1,VBZ
wit,1,N
wives,1,N
wolf,1,N
woman,1,N
women,1,N
wonderful,1,ADJ
wondering,1,VG
woo-oo-oo-ooo,1,
woof,1,
worldwide,1,ADJ
woven,1,VN
wrapping,1,VG
wrist,1,N
writers,1,N
writing,1,VG
wu-tang,1,
wub-wid-bid-dum-way-do,1,
yah,1,
yahan,1,
yard,1,N
ye,1,PRO
yeaheah,1,
yeas,1,
yeen,1,
yellin',1,VG
yeoyureul,1,
yessiree,1,
yesterday,1,N
you's,1,PRO
youtube,1,
yup,1,
zebra,1,N
zero,1,NUM
zoned,1,VN
zula,1,
