lyric,occurence,pos
ball,34,N
call,34,V
hear,34,V
same,34,DET
stay,34,V
again,33,ADV
rock,33,N
these,33,DET
watch,33,V
by,32,P
care,32,N
ceiling,32,N
drank,32,VD
till,32,CNJ
am,31,V
home,31,N
off,31,ADV
bright,30,ADJ
dark,30,ADJ
everything,30,PRO
fire,30,N
goes,30,VBZ
hands,30,N
nothing,30,PRO
touch,30,N
wanted,30,VD
young,30,ADJ
kind,29,N
mind,29,N
over,29,P
she's,29,PRO
'bout,28,P
best,28,ADJ
live,28,V
or,28,CNJ
turn,28,V
around,27,P
head,27,N
man,27,N
pull,27,V
sky,27,N
sun,27,N
things,27,N
would,27,MOD
diamond,26,N
enough,26,DET
kiss,26,V
through,26,P
world,26,N
dollar,25,N
feeling,25,N
going,25,VG
moment,25,N
niggas,25,
well,25,ADV
beat,24,N
better,24,ADJ
high,24,ADJ
lost,24,VN
oh-whoa,24,
real,24,ADJ
summertime,24,N
them,24,PRO
were,24,V
woke,24,VD
worry,24,V
always,23,ADV
burn,23,V
everybody,23,PRO
hide,23,V
i'd,23,
la,23,FW
run,23,V
shit,23,N
throw,23,V
away,22,ADV
close,22,ADV
forget,22,V
name,22,N
ride,22,V
sail,22,V
songs,22,N
stars,22,N
sure,22,ADJ
thing,22,N
whole,22,ADJ
woah,22,
bugatti,21,
came,21,VD
champion,21,N
crazy,21,ADJ
loud,21,ADJ
those,21,DET
yourself,21,PRO
break,20,V
counting,20,VG
ey,20,
ground,20,N
ho,20,
keeps,20,VBZ
learn,20,V
letting,20,VG
middle,20,ADJ
momma,20,
pour,20,V
scene,20,N
something,20,PRO
two,20,NUM
without,20,P
bitch,19,N
cry,19,N
hand,19,N
lights,19,N
made,19,VN
million,19,NUM
mine,19,PRO
miss,19,V
really,19,ADV
road,19,N
sweet,19,ADJ
team,19,N
than,19,CNJ
applause,18,N
aye,18,ADV
carry,18,V
half,18,DET
next,18,DET
nights,18,N
roar,18,N
alone,17,ADV
attack,17,N
big,17,ADJ
boys,17,N
breath,17,N
cold,17,ADJ
diamonds,17,N
didn't,17,V
dollars,17,N
fight,17,N
full,17,ADJ
gangnamseutail,17,
imma,17,
lady,17,N
leave,17,V
much,17,DET
oooh,17,
twenty-two,17,NUM
'round,16,ADV
an,16,DET
bang,16,V
body,16,N
help,16,V
hope,16,N
knew,16,VD
looking,16,VG
most,16,DET
na,16,
other,16,DET
people,16,N
river,16,N
sadness,16,N
wake,16,V
ya,16,PRO
alright,15,
broken,15,VN
dancing,15,VG
done,15,VN
girls,15,N
low,15,ADJ
makes,15,VBZ
missing,15,VG
sleep,15,N
start,15,V
there's,15,EX
treasure,15,N
you'll,15,PRO
alive,14,ADJ
ass,14,N
beautiful,14,ADJ
belong,14,V
change,14,N
couldn't,14,MOD
damn,14,ADJ
demons,14,N
dive,14,N
dreams,14,N
fine,14,ADJ
fly,14,V
fucking,14,
getting,14,VG
hate,14,V
he,14,PRO
hell,14,N
house,14,N
mean,14,V
open,14,ADJ
remember,14,V
sexy,14,ADJ
shake,14,V
staring,14,VG
town,14,N
until,14,CNJ
walked,14,VD
went,14,VD
windows,14,N
wish,14,V
you've,14,PRO
another,13,DET
bed,13,N
catch,13,V
caught,13,VD
does,13,V
fame,13,N
gave,13,VD
giving,13,VG
hit,13,V
maybe,13,ADV
mirror,13,N
myself,13,PRO
ohh,13,
play,13,V
runnin',13,VG
saying,13,VG
side,13,N
wrong,13,ADJ
-,12,P
2,12,NUM
a-p-p-l-a-u-s-e,12,
age,12,N
arms,12,N
blame,12,V
brave,12,ADJ
car,12,N
comes,12,VBZ
danced,12,VD
else,12,ADV
found,12,VN
fox,12,N
hundred,12,NUM
lie,12,V
line,12,N
lips,12,N
liquor,12,N
might,12,MOD
obban,12,
outta,12,
own,12,ADJ
pool,12,N
pretty,12,DET
radioactive,12,ADJ
rule,12,N
should,12,MOD
somebody,12,PRO
stand,12,V
summer,12,N
told,12,VD
troublemaker,12,
truth,12,N
warm,12,ADJ
whoa,12,
yea,12,ADV
admit,11,V
beauty,11,N
before,11,CNJ
bigger,11,ADJ
bit,11,N
coming,11,VG
country,11,N
deep,11,ADJ
doing,11,VG
eye,11,N
face,11,N
feels,11,VBZ
feet,11,N
flame,11,N
free,11,ADJ
god,11,N
hurt,11,V
lately,11,ADV
living,11,VG
may,11,MOD
meet,11,V
moonlight,11,N
ohhh,11,
old,11,ADJ
ooh-oh,11,
roll,11,V
shame,11,N
since,11,CNJ
standing,11,VG
talk,11,V
thousand,11,NUM
y'all,11,PRO
after,10,P
anymore,10,ADV
berserk,10,
cup,10,N
door,10,N
downtown,10,N
dreaming,10,VG
find,10,V
first,10,NUM
fun,10,N
guess,10,V
hair,10,N
inside,10,P
move,10,V
nobody,10,PRO
ooh-ooh,10,
sanai,10,
shoes,10,N
slow,10,ADJ
such,10,ADJ
though,10,CNJ
thought,10,VD
tried,10,VD
walk,10,V
while,10,CNJ
whop,10,
word,10,N
words,10,N
wreck,10,N
any,9,DET
beats,9,VBZ
believe,9,V
bent,9,VN
broke,9,VD
burning,9,VG
chew,9,V
city,9,N
cruise,9,N
dance,9,N
doesn't,9,V
dust,9,N
gold,9,N
his,9,PRO
left,9,VN
lonely,9,ADJ
making,9,VG
past,9,N
pop,9,N
sense,9,N
shots,9,N
signs,9,N
stuck,9,VN
tobacco,9,N
understand,9,V
yeahmy,9,
1,8,NUM
aha,8,
air,8,N
along,8,P
apart,8,ADV
bodies,8,N
boy,8,N
daylight,8,N
days,8,N
easy,8,ADJ
faded,8,VN
falling,8,VG
far,8,ADV
fast,8,ADV
fear,8,N
fell,8,VD
front,8,N
game,8,N
geurae,8,
golden,8,ADJ
gon',8,
grab,8,V
hall,8,N
happy,8,ADJ
heaven,8,N
hella,8,
hot,8,ADJ
isn't,8,V
it'd,8,PRO
kick,8,N
last,8,DET
learnt,8,
lessons,8,N
luck,8,N
nana,8,
neo,8,
piece,8,N
place,8,N
places,8,N
pocket,8,N
round,8,ADJ
row,8,N
shore,8,N
should've,8,
sink,8,V
sit,8,V
sleeping,8,VG
smile,8,N
someone,8,PRO
soon,8,ADV
starts,8,VBZ
swimming,8,VG
trying,8,VG
wild,8,ADJ
write,8,V
yeoja,8,
'til,7,
3,7,NUM
adorn,7,V
amazing,7,ADJ
angels,7,N
bar,7,N
blood,7,N
bought,7,VD
clear,7,ADJ
cool,7,ADJ
crib,7,N
da,7,
drink,7,N
ends,7,N
few,7,DET
flowers,7,N
forever,7,ADV
friends,7,N
haters,7,
held,7,VN
honestly,7,ADV
honey,7,N
knock,7,V
lean,7,V
lines,7,N
listen,7,V
lookin',7,
losing,7,VG
lot,7,N
must,7,MOD
nah,7,
outside,7,P
ow,7,
pass,7,V
raise,7,V
reason,7,N
riddle,7,N
ruler,7,N
seems,7,VBZ
ship,7,N
sing,7,V
spend,7,V
spent,7,VN
straight,7,ADJ
stupid,7,ADJ
takes,7,VBZ
their,7,PRO
times,7,N
took,7,VD
turning,7,VG
uh,7,
used,7,VN
using,7,VG
vary,7,V
walls,7,N
war,7,N
wave,7,N
we've,7,PRO
wear,7,V
world's,7,N
wouldn't,7,MOD
act,6,N
already,6,ADV
applause-plause,6,
aren't,6,V
bet,6,V
blue,6,ADJ
bones,6,N
both,6,DET
bound,6,VN
breaking,6,VG
bridge,6,N
calling,6,VG
cares,6,VBZ
catching,6,VG
changing,6,VG
chevy,6,
clarity,6,N
class,6,N
clothes,6,N
club,6,N
code,6,N
crash,6,N
crashed,6,VD
crickets,6,N
cross,6,V
dead,6,ADJ
dirty,6,ADJ
doin',6,VG
drive,6,N
driving,6,VG
empty,6,ADJ
end,6,N
feelin',6,
finger,6,N
flew,6,VD
friend,6,N
grow,6,V
hearts,6,N
killers,6,N
knows,6,VBZ
lay,6,VD
lift,6,V
locked,6,VN
louder,6,ADJ
loved,6,VD
mad,6,ADJ
make'em,6,
mama's,6,
naneun,6,
nom,6,
please,6,V
promise,6,N
queen,6,N
rain,6,N
remedy,6,N
royals,6,
sake,6,N
scream,6,N
seat,6,N
second,6,NUM
sex,6,N
shining,6,VG
shot,6,N
simple,6,ADJ
singin',6,
single,6,DET
sinking,6,VG
south,6,N
style,6,N
sundays,6,
tags,6,N
talkin',6,VG
thinking,6,VG
together,6,ADV
upon,6,P
waking,6,VG
walking,6,VG
welcome,6,ADJ
whatever,6,WH
wind,6,N
across,5,P
afraid,5,ADJ
ah-ah,5,
anybody,5,PRO
anyone,5,PRO
ask,5,V
awesome,5,ADJ
bag,5,N
banging,5,VG
bathroom,5,N
because,5,CNJ
begin,5,V
behind,5,P
boat,5,N
bottles,5,N
buzz,5,N
called,5,VN
cheek,5,N
chest,5,N
christina,5,
closed,5,VN
closer,5,ADV
coat,5,N
comin',5,N
couple,5,N
crying,5,VG
distance,5,N
drop,5,V
fix,5,V
gettin',5,VG
geureon,5,
ghost,5,N
has,5,V
hating,5,VG
he's,5,PRO
heard,5,VD
heaven's,5,
hiding,5,VG
holy,5,ADJ
hop,5,
hunting,5,VG
kill,5,V
least,5,DET
legs,5,N
life's,5,N
lord,5,N
lose,5,V
love's,5,N
meant,5,VD
met,5,VD
midnight,5,N
missin',5,
morning,5,N
mouth,5,N
music,5,N
nice,5,ADJ
paint,5,N
pair,5,N
phone,5,N
plan,5,N
plans,5,N
praying,5,VG
raised,5,VN
ray,5,N
redneck,5,N
rocking,5,N
rules,5,N
sat,5,VD
scars,5,N
sip,5,N
skin,5,N
slowly,5,ADV
snow,5,N
space,5,N
star,5,N
strong,5,ADJ
supposed,5,VN
swear,5,V
tears,5,N
top,5,N
tragedy,5,N
truck,5,N
true,5,ADJ
turned,5,VD
twenty,5,NUM
under,5,P
what's,5,WH
work,5,N
worst,5,ADJ
wrecking,5,VG
written,5,VN
|yeah,|,5,
add,4,V
adore,4,V
ah,4,UH
ahead,4,ADV
alcohol,4,N
almost,4,ADV
angel,4,N
anytime,4,ADV
areumdaweo,4,
ashes,4,N
babe,4,
baro,4,
beatin',4,
bee,4,N
beer,4,N
bit's,4,
blow,4,N
blowin',4,
body's,4,N
brand,4,N
breathe,4,V
bucket,4,N
castle,4,N
chance,4,N
changed,4,VN
chasing,4,VG
child,4,N
chopper,4,N
clean,4,ADJ
college,4,N
constant,4,ADJ
cover,4,V
crack,4,N
cups,4,N
cut,4,V
defenses,4,N
di,4,
digging,4,VG
dirt,4,N
dress,4,N
drinkin',4,
dripped,4,VD
drum,4,N
drums,4,N
dry,4,ADJ
dumb,4,ADJ
emotion,4,N
endlessly,4,ADV
everybody's,4,PRO
everyone,4,PRO
everything's,4,PRO
everywhere,4,ADV
faith,4,N
fantasy,4,N
farm,4,N
felt,4,VD
finding,4,VG
floatin',4,
floor,4,N
gates,4,N
gay,4,ADJ
gets,4,VBZ
glass,4,N
glow,4,N
grail,4,
haitians,4,
hanging,4,VG
hater,4,
hatin',4,
healing,4,VG
heat,4,N
holding,4,VG
hottest,4,ADJ
hours,4,N
huh,4,UH
ice,4,N
insanity,4,N
instead,4,ADV
jamaican,4,
judge,4,N
justin,4,
keeping,4,VG
kendrick,4,
kingdom,4,N
kneel,4,V
lies,4,VBZ
lil,4,
looked,4,VD
macklemore,4,
mama,4,
matter,4,N
mayhem,4,N
maze,4,N
mikky,4,
minute,4,N
molly,4,
motherfucker,4,
mystery,4,N
nope,4,
notch,4,N
nowhere,4,ADV
ohhhh,4,
okay,4,ADJ
older,4,ADJ
once,4,ADV
pain,4,N
paradise,4,N
path,4,N
pay,4,V
pick,4,V
pink,4,ADJ
playing,4,VG
pride,4,N
probably,4,ADV
putting,4,VG
races,4,N
read,4,V
ready,4,ADJ
realize,4,V
reflection,4,N
rest,4,N
rhinestones,4,N
riding,4,VG
rihanna,4,
room,4,N
runneth,4,
running,4,VG
rushing,4,VG
sarangseureoweo,4,
scared,4,VN
screaming,4,VG
screw,4,N
seen,4,VN
short,4,ADJ
sick,4,ADJ
sipping,4,VG
smiling,4,VG
smoking,4,VG
sold,4,VN
somethin',4,PRO
sometimes,4,ADV
somewhere,4,ADV
soul,4,N
stairs,4,N
stone,4,N
stopped,4,VD
streets,4,N
su-su-summertime,4,
sweetheart,4,N
swing,4,V
talking,4,VG
tattoo,4,
teeth,4,N
ten,4,NUM
thank,4,V
threw,4,VD
thrift,4,
ticket,4,N
tomorrow,4,N
train,4,N
trucks,4,N
tryin',4,
tunechi,4,
unfair,4,ADJ
volume,4,N
waiting,4,VG
watched,4,VD
ways,4,N
wheel,4,N
white,4,ADJ
win,4,V
wiser,4,ADJ
years,4,N
zone,4,N
(,3,(
18,3,NUM
a-hee-ahee,3,
ace,3,N
actin,3,
advice,3,N
affair,3,N
aneun,3,
anywhere,3,ADV
asleep,3,ADV
babysittin',3,
backwoods,3,N
baywatch,3,
beard,3,N
beast,3,N
bench,3,N
beside,3,P
between,3,P
bite,3,V
blanket,3,N
blasted,3,VD
blown,3,VN
blurred,3,VN
bold,3,ADJ
bored,3,VN
born,3,VN
bout,3,N
breed,3,N
brightest,3,ADV
bring,3,V
brought,3,VD
burned,3,VN
burns,3,N
bus,3,N
cancellation,3,N
catfish,3,
celly,3,
chain,3,N
checking,3,VG
cheer,3,N
choose,3,V
clock,3,N
cloud,3,N
commit,3,V
competition,3,N
complete,3,ADJ
con,3,FW
corn,3,N
count,3,V
crave,3,V
crumbling,3,VG
crush,3,N
culture,3,N
date,3,N
dawn,3,N
daydream,3,
deal,3,N
dear,3,ADJ
desire,3,N
dick,3,
died,3,VD
difference,3,N
dinner,3,N
ditch,3,N
door's,3,
dream,3,N
dressed,3,VN
drinking,3,VG
drowning,3,VG
each,3,DET
eat,3,V
eeeeee,3,
exactly,3,ADV
fat,3,ADJ
feelings,3,N
fighter,3,N
figured,3,VD
fill,3,V
fit,3,V
flint,3,N
flock,3,N
fraka-kaka-kaka-kaka-kow,3,
fresh,3,ADJ
funny,3,ADJ
future,3,N
glowing,3,VG
grams,3,N
guitar,3,N
guy,3,N
guys,3,N
ha-hee,3,
hang,3,V
hatee-hatee-hatee-ho,3,
hill,3,N
hip-hop,3,
history,3,N
ho-o-o-o-orse,3,
hoes,3,N
hollow,3,ADJ
hood,3,N
hooked,3,VN
hug,3,V
issues,3,N
its,3,PRO
kept,3,VD
kicking,3,VG
kids,3,N
kinda,3,DET
king,3,N
kit,3,N
knocking,3,VG
kush,3,
lake,3,N
lambert,3,
legit,3,
lemonade,3,N
liked,3,VD
likes,3,VBZ
lion,3,N
lungs,3,N
lux,3,
lying,3,VG
mark,3,N
mary,3,
master,3,N
mess,3,N
mmm,3,
mo-o-o-o-orse,3,
mom,3,N
moonlit,3,
motherland,3,N
movin',3,
nasty,3,ADJ
needs,3,N
news,3,N
nicki,3,
nose,3,N
nothin',3,PRO
numbness,3,N
painted,3,VN
pale,3,ADJ
paper,3,N
pastries,3,
pipe,3,N
plastic,3,N
plate,3,N
poppin',3,
porch,3,N
pose,3,V
prayer,3,N
present,3,ADJ
press,3,N
prove,3,V
push,3,V
pushed,3,VD
pussy,3,N
radio,3,N
rather,3,P
reflections,3,N
repeat,3,V
riverside,3,
roads,3,N
rows,3,N
save,3,V
saw,3,VD
screams,3,N
searched,3,VD
sees,3,VBZ
sell,3,V
sending,3,VG
settle,3,V
shawty,3,
shooter,3,N
shop,3,N
sight,3,N
sittin',3,
smart,3,ADJ
someone's,3,PRO
sorry,3,ADJ
speak,3,V
spit,3,V
strip,3,N
swallow,3,V
sweat,3,N
switch,3,N
system,3,N
t-shirt,3,
taking,3,VG
tear,3,V
tease,3,V
telling,3,VG
throne,3,N
tick,3,V
tiger,3,N
tight,3,ADJ
tired,3,VN
tock,3,
torn,3,VN
track,3,N
trippin',3,
trust,3,V
tryna,3,
twice,3,ADV
uncle,3,N
unless,3,CNJ
unlocked,3,VN
upperhand,3,
upstairs,3,ADV
vacancy,3,N
voice,3,N
wa-pa-pa-pa-pa-pa-pow,3,
wagon,3,N
washed,3,VN
wasn't,3,V
wasting,3,VG
water,3,N
we'd,3,PRO
weird,3,ADJ
winner,3,N
wonder,3,V
woooo,3,
wow,3,
wrap,3,V
wrapped,3,VN
wrote,3,VD
yes,3,ADV
yo,3,
(ooh-ooh),2,
3012,2,
4,2,NUM
a-we,2,
above,2,P
ago,2,ADV
aguilera,2,
although,2,CNJ
and--,2,
animal,2,N
anything,2,PRO
apocalypse,2,N
art,2,N
asking,2,VG
astronauts,2,
attic,2,N
bami,2,
ban's,2,
bands,2,N
bank,2,N
bass,2,N
baw,2,
become,2,V
beef,2,N
beg,2,V
beginning,2,N
being,2,V
believer,2,N
believers,2,N
belly,2,N
bill,2,N
bird,2,N
black,2,ADJ
blazing,2,VG
bleeding,2,VG
board,2,N
bob,2,
boijiman,2,
boots,2,N
bottle,2,N
bow,2,N
brain,2,N
breakfast,2,N
breaks,2,VBZ
breathing,2,VG
brushing,2,VG
buckle,2,V
build,2,V
bust,2,N
cab,2,N
cadillacs,2,
cage,2,N
candy,2,N
cat,2,N
caused,2,VN
chacha-chacha-chacha-chow,2,
chainz,2,
champagne,2,N
champions,2,N
cheat,2,V
childish,2,ADJ
choice,2,N
clouds,2,N
coast,2,N
codeine,2,
color,2,N
confused,2,VN
console,2,
corner,2,N
cost,2,N
couch,2,N
countin,2,
coward,2,N
crank,2,N
crawling,2,VG
credit,2,N
cries,2,N
cristal,2,
critics,2,N
cryin',2,
cum,2,
curtains,2,N
ddaen,2,
ddasaroun,2,
ddwineun,2,
dedicate,2,
deggaji,2,
deny,2,V
dial,2,
dolla,2,
domesticate,2,
dope,2,N
dougie,2,
drag,2,V
drama,2,N
draw,2,V
dropped,2,VD
drown,2,V
drownin',2,
drug,2,N
early,2,ADJ
earth,2,N
ecstasy,2,N
eee-err,2,
em,2,PRO
emotions,2,N
enemy,2,N
energy,2,N
enjoy,2,V
entertainers,2,N
except,2,P
explaining,2,VG
fade,2,V
fake,2,ADJ
fallin',2,
father,2,N
feed,2,V
fifty,2,NUM
figure,2,N
filled,2,VN
finer,2,ADJ
fixed,2,VN
flames,2,N
flesh,2,N
flies,2,N
flight,2,N
flo,2,
follow,2,V
force,2,N
four,2,NUM
freedom,2,N
fringe,2,N
fucked,2,
fur,2,N
gabolgga,2,
gal,2,N
gang,2,N
georgia,2,
gering-ding-ding-ding-dingeringeding,2,
geu,2,
gift,2,N
given,2,VN
go-o-o-o-o-h,2,
goin',2,VG
goodbye,2,UH
goodwill,2,
gowns,2,N
granddad's,2,
grandpa's,2,
great,2,ADJ
greatest,2,ADJ
greed,2,N
green,2,ADJ
grew,2,VD
grown,2,VN
having,2,V
heading,2,N
headlights,2,N
heartbreak,2,N
heavy,2,ADJ
heels,2,N
hello,2,UH
helpless,2,ADJ
hero,2,N
him,2,PRO
hips,2,N
homemade,2,ADJ
homie,2,
hopin',2,
hoping,2,VG
horse,2,N
hotel,2,N
hour,2,N
humble,2,ADJ
hurts,2,VBZ
hustle,2,V
im,2,
incredible,2,ADJ
ink,2,N
insane,2,ADJ
islands,2,N
issneun,2,
it'll,2,PRO
jail,2,N
jam,2,N
jar,2,N
jeans,2,
jet,2,N
jigeumbuteo,2,
joff-tchoff-tchoffo-tchoffo-tchoff,2,
jom,2,
jump,2,V
k-fed,2,
keeper,2,N
kentucky,2,
keopi,2,
keyboard,2,N
keys,2,N
kills,2,VBZ
kissed,2,VD
kissing,2,VG
kitchen,2,N
knees,2,N
knocked,2,VD
kong,2,
koons,2,
labels,2,N
land,2,N
late,2,ADJ
le-le-le-let,2,
leaders,2,N
leash,2,N
leaving,2,VG
lemon,2,N
less,2,DET
liberate,2,V
lil',2,
limit,2,N
lip,2,N
lives,2,N
livin',2,
longest,2,ADJ
looks,2,VBZ
los,2,
loves,2,VBZ
magic,2,ADJ
magical,2,ADJ
maker,2,N
man's,2,N
many,2,DET
math,2,N
maybach,2,
michael,2,
mike,2,
miles,2,N
milky,2,
minds,2,N
miserable,2,ADJ
mistakes,2,N
mo',2,
monster,2,N
mountain,2,N
murder,2,N
mweol,2,
nails,2,N
najeneun,2,
names,2,N
nature,2,N
neck,2,N
needed,2,VN
neglect,2,N
neon,2,N
nervous,2,ADJ
nineties,2,N
nol,2,
noneun,2,
north,2,N
numb,2,ADJ
number,2,N
oh-oh,2,
ohohoho,2,
ol',2,ADJ
olly,2,
omyeon,2,
ones,2,N
paid,2,VN
papers,2,N
park,2,N
passing,2,VG
patient,2,N
perfect,2,ADJ
picking,2,VG
picture,2,N
pigment,2,N
planes,2,N
planet,2,N
point,2,N
poison,2,N
politicians,2,N
power,2,N
preachers,2,N
prevent,2,V
prints,2,N
prison,2,N
problem,2,N
proud,2,ADJ
public,2,ADJ
pussies,2,
question,2,N
raincheck,2,
raleigh,2,
rap,2,N
rays,2,N
record,2,N
recover,2,V
reflect,2,V
refuse,2,V
relentlessly,2,ADV
religion,2,N
remind,2,V
rent,2,V
revenge,2,N
rhymes,2,N
rich,2,ADJ
rights,2,N
rocks,2,N
rolling,2,VG
rose,2,VD
rough,2,ADJ
rust,2,N
saving,2,VG
scares,2,
schoolin',2,
scoot,2,
sea,2,N
searching,2,VG
selfish,2,ADJ
sells,2,VBZ
seventies,2,N
shaded,2,VN
shadow,2,N
shaping,2,VG
shark,2,
sheets,2,N
shimmer,2,N
shooting,2,VG
shower,2,N
shows,2,VBZ
shut,2,VN
sights,2,N
silence,2,N
silver,2,N
silverado,2,
simjangi,2,
sister,2,N
sitting,2,VG
six,2,NUM
sizzlin',2,
skatin',2,
sleeps,2,VBZ
smiles,2,N
smoke,2,N
snare,2,N
soak,2,V
socks,2,N
song's,2,N
sour,2,V
southern,2,ADJ
sparkle,2,N
spite,2,N
spread,2,V
stains,2,N
step,2,N
stick,2,V
stole,2,VD
stops,2,N
store,2,N
story,2,N
strawberry,2,
street,2,N
string,2,N
students,2,N
stuff,2,N
suddenly,2,ADV
sugar,2,N
suit,2,N
sunlight,2,N
swung,2,VD
ta,2,
tailgate,2,N
talked,2,VD
taste,2,N
teachers,2,N
tearing,2,VG
telephone,2,N
telly,2,
teroristas,2,
thats,2,
they're,2,PRO
thirty,2,NUM
three,2,NUM
thunder,2,N
tigers,2,
tongue,2,N
tonight's,2,N
totally,2,ADV
towel,2,N
trashin',2,
travel,2,N
trip,2,N
trouble-troublemaker,2,
tucked,2,VD
turnt,2,
underneath,2,P
uptons,2,
use,2,N
valet,2,N
vanish,2,V
vein,2,N
vibe,2,
vile,2,ADJ
vile--,2,
vision,2,N
wa-wa-way-do,2,
walkin',2,VG
waste,2,N
watching,2,VG
waves,2,N
wet,2,ADJ
which,2,WH
whisper,2,N
who's,2,WH
wie,2,
wildest,2,ADJ
window,2,N
wings,2,N
wires,2,N
wonderin',2,
woods,2,N
working,2,VG
works,2,N
worried,2,VN
worth,2,ADJ
yep,2,
yet,2,ADV
you'd,2,PRO
yours,2,PRO
'fore,1,CNJ
'neath,1,
--,1,
1-you,1,
100,1,NUM
100k,1,
12,1,NUM
2-boy,1,
20,1,NUM
305,1,
35s,1,
41,1,NUM
4200,1,
45,1,NUM
6,1,NUM
69,1,NUM
75,1,NUM
808,1,
9,1,NUM
96,1,NUM
99,1,NUM
a-getting,1,
a-hopin',1,
a-oo-oo-oo-ooo,1,
a-r-t-p-o-p,1,
a1,1,
abay-ba-da,1,
absurd,1,ADJ
abusin',1,
academy,1,N
acceptance,1,N
acres,1,N
acrobat,1,
actually,1,ADV
addicted,1,VN
addiction,1,N
addition,1,N
address,1,N
addy,1,
admire,1,V
adventure,1,N
affect,1,V
afford,1,V
afloat,1,ADV
aftershave,1,
agree,1,V
agreed,1,VD
|ah-ah,|,1,
ahh,1,
ahhh,1,
almighty,1,
alongside,1,P
amends,1,
america,1,
american,1,
ancient,1,ADJ
anointed,1,
anonymous,1,ADJ
antidote,1,N
anyway,1,ADV
anyways,1,ADV
ap,1,
apologies,1,N
apologize,1,V
apparently,1,ADV
appetite,1,N
appreciate,1,V
approach,1,N
ar,1,
argue,1,V
ariana,1,
arrested,1,VN
arresting,1,ADJ
arrive,1,V
art's,1,
arthur's,1,
ash,1,N
aside,1,ADV
asked,1,VD
attention,1,N
atti',1,
aunty,1,
aw,1,
awake,1,ADJ
aww,1,
ay,1,
b-be,1,
baby's,1,N
backbone,1,N
backing,1,VG
backlash,1,N
backpack,1,N
backstroke,1,
bags,1,N
bail,1,N
ballin,1,
band,1,N
bangs,1,VBZ
banjeon,1,
banjo,1,N
baptists,1,
bare,1,ADJ
barflies,1,N
bargain,1,N
barker,1,
bars,1,N
basketball,1,N
bath,1,N
bay-budabud-dum-bam,1,
bay-do,1,
bear,1,V
beating,1,VG
beauty's,1,
beginnings,1,N
believes,1,VBZ
belt,1,N
ben,1,
besides,1,P
bieber,1,
bikini,1,
billie,1,
billion,1,NUM
billionaire,1,
billions,1,N
bills,1,N
birdman,1,
birds,1,N
birthday,1,N
birthed,1,VN
bish,1,
blade,1,N
blamed,1,VD
bleed,1,V
blind,1,ADJ
blood's,1,
bloody,1,ADJ
blowing,1,VG
blows,1,VBZ
blub,1,
blush,1,
boats,1,N
bocephus,1,
bodied,1,ADJ
bomb,1,N
bon,1,
bonuses,1,
boo,1,V
book,1,N
booking,1,N
books,1,N
bore,1,VD
borrow,1,V
bossed,1,VN
bossing,1,
bounce,1,N
bouquet,1,N
bowed,1,VD
bowery,1,
box,1,N
boxing,1,
bozos,1,
br-bow-bow,1,
brained,1,
breitling,1,
bribe,1,
bricks,1,N
