lyric,occurence,pos
girlfriend,4,
glock,4,
goon,4,
grind,4,V
grinding,4,VG
group,4,N
grown,4,VN
gucci,4,
guys,4,N
handle,4,V
happy,4,ADJ
hated,4,VD
haven't,4,V
heals,4,
hers,4,PRO
hesitating,4,VG
higher,4,ADJ
hilson,4,
holding,4,VG
hop,4,
hug,4,V
hurry,4,V
hustler,4,N
jet,4,N
keeping,4,VG
kept,4,VD
keri,4,
kick,4,N
kid,4,N
killas,4,
lake,4,N
learn,4,V
lifestyles,4,
looked,4,VD
magazines,4,N
maine,4,
matches,4,N
matthew,4,
meet,4,V
middle,4,ADJ
misses,4,VBZ
morning,4,N
movies,4,N
moving,4,VG
nose,4,N
officer,4,N
ohohhohh,4,
outfit,4,N
outside,4,P
outta,4,
owe,4,V
paid,4,VN
paralyzed,4,VN
parkin',4,
peace,4,N
peddle,4,V
personal,4,ADJ
pick,4,V
pictures,4,N
pieces,4,N
pina,4,
pretending,4,VG
pri,4,
quiet,4,ADJ
rang,4,VD
rather,4,P
reasons,4,N
reebok's,4,
ring,4,N
ringing,4,VG
santos,4,
saying,4,VG
screen,4,N
seems,4,VBZ
shall,4,MOD
shameless,4,
she-she-she,4,
short,4,ADJ
showing,4,VG
shy,4,ADJ
sinkin',4,
sip,4,N
sipping,4,VG
sit,4,V
slippin',4,
smack,4,V
smell,4,N
smoking,4,VG
sneak,4,V
somehow,4,ADV
speedin,4,
spending,4,VG
stick,4,V
story,4,N
struck,4,VD
suffocate,4,
supposed,4,VN
sweat,4,N
takin',4,VG
taking,4,VG
teardrops,4,
that'll,4,
thighs,4,N
tool,4,N
trickin',4,
trust,4,V
tumblin',4,
turning,4,VG
turns,4,VBZ
twice,4,ADV
vain,4,ADJ
very,4,DET
voices,4,N
waited,4,VD
weather,4,N
weed,4,V
week,4,N
weren't,4,V
whiskey,4,N
woman-womanizer,4,
words,4,N
yai,4,
yea,4,ADV
yeaah,4,
years,4,N
yet,4,ADV
york,4,
youtube,4,
'about,3,
125,3,NUM
2,3,NUM
454,3,
5,3,NUM
8,3,NUM
advantage,3,N
aka,3,
altered,3,VN
amen,3,UH
anywhere,3,ADV
aren't,3,V
babies,3,N
ball,3,N
beater,3,
bells,3,N
bills,3,N
birthday,3,N
bitter,3,ADJ
blank,3,ADJ
blanket,3,N
bodyguard,3,N
border,3,N
bow,3,N
breeze,3,N
bullshit,3,V
business,3,N
bust,3,N
call-call,3,
camera's,3,N
case,3,N
cavalry,3,N
chapstick,3,
charmin',3,
chaser,3,
chasin',3,
checks,3,N
cheese,3,N
chill,3,N
choirs,3,
clap,3,N
class,3,N
cocked,3,VD
comes,3,VBZ
confused,3,VN
couple,3,N
cover,3,V
crack,3,N
crib,3,N
crinkle,3,
crippled,3,VN
curtains,3,N
d's,3,
dash,3,N
dead,3,ADJ
deal,3,N
deliver,3,V
denim,3,
derriere,3,
disease,3,N
doe,3,
dog,3,N
dont,3,
droppin',3,
drums,3,N
dude,3,
ella,3,
entertaining,3,VG
envy,3,V
everyone's,3,PRO
explain,3,V
faces,3,N
faith,3,N
fallin,3,
falter,3,V
father,3,N
fella,3,N
fiasco,3,N
field,3,N
finish,3,V
flyin',3,
foreign,3,ADJ
freaked,3,
g's,3,
gangsta,3,
gimme,3,VB+PPO
glass,3,N
go-o,3,
goin,3,VG
gon,3,
gottt,3,
groupies,3,
guitar,3,N
gun,3,N
gym,3,N
hadn't,3,V
happened,3,VD
heart's,3,N
heh,3,
hello,3,UH
here's,3,ADV
hesitate,3,V
hips,3,N
holdin',3,VG
hole,3,N
holla,3,
honest,3,ADJ
huh,3,UH
hundred,3,NUM
hunh,3,
hurts,3,VBZ
i-n-d-e-p-e-n-d-e-n-t,3,
iiiiii,3,
instead,3,ADV
itshawty,3,
ittt,3,
jam,3,N
jeezy,3,
jerusalem,3,
jocking,3,
juliet,3,
kardinal,3,
kevin,3,
kit,3,N
known,3,VN
ladies,3,N
lame,3,ADJ
later,3,ADV
laying,3,VG
lean,3,V
least,3,DET
leslie,3,
li-li-li-li-lick,3,
line-up,3,
lo,3,UH
lowww,3,
lupe,3,
mac,3,
magazine,3,N
magic,3,ADJ
main,3,ADJ
mall,3,N
means,3,N
mesmerized,3,VN
mess,3,N
microphones,3,N
mike,3,
miley,3,
minute,3,N
missionaries,3,N
mistakes,3,N
mm,3,N
mmhm,3,
moan,3,V
movin',3,
mugged,3,
mula,3,
niggaz,3,
nights,3,N
nope,3,
ouhh,3,
ova',3,
panties,3,
paparazzi,3,
paradise,3,N
passion,3,N
penthouse,3,N
phat,3,
pie,3,N
pimpin',3,
plane,3,N
plans,3,N
plate,3,N
pleasure,3,N
pokin',3,
police,3,N
poppin',3,
prince,3,N
psst,3,
pushing,3,VG
quickly,3,ADV
rainy,3,ADJ
recall,3,V
redeem,3,V
rent,3,V
ridin',3,
road,3,N
rockin,3,
rocks,3,N
roman,3,
roof,3,N
rover,3,
rudolf,3,
ruled,3,VN
runnin',3,VG
saved,3,VN
sayin',3,N
scaring,3,VG
seats,3,N
seventeen,3,NUM
seventh,3,NUM
shaking,3,VG
shannon,3,
shield,3,N
shining,3,VG
shut,3,VN
single,3,DET
sister,3,N
six,3,NUM
skies,3,N
skin,3,N
slammin',3,
smash,3,V
smoke,3,N
sneakin',3,
sold,3,VN
spirit,3,N
spotlight,3,N
st-st-stuttered,3,
steal,3,V
steps,3,N
straightenin',3,
stumblin',3,
stunting,3,
swagger,3,
sweeter,3,
sword,3,N
system,3,N
takes,3,VBZ
talks,3,N
tappin',3,
ten,3,NUM
thank,3,V
thankful,3,ADJ
threw,3,VD
thuggin',3,
ti,3,
tongue,3,N
touches,3,N
train,3,N
trippin',3,
understands,3,VBZ
undone,3,VN
vein,3,N
walkin',3,VG
warm,3,ADJ
warmth,3,N
water,3,N
wave,3,N
ways,3,N
whatcha,3,
wheel,3,N
whip,3,N
wife,3,N
wind,3,N
winner,3,N
wise,3,ADJ
working,3,VG
worried,3,VN
wrestle,3,V
x,3,N
yall,3,
yeezy,3,
zone,3,N
'head,2,
1,2,NUM
18,2,NUM
1:,2,
2:,2,
50,2,NUM
admit,2,V
adore,2,V
ago,2,ADV
aid,2,N
album,2,N
almighty,2,
angel,2,N
answer,2,N
apartment,2,N
applause,2,N
arm,2,N
arms,2,N
asleep,2,ADV
attention,2,N
attitude,2,N
audrey,2,
aw,2,
awkward,2,ADJ
ayer-ay-ayer,2,
baam,2,
babe,2,
backwards,2,ADV
baddest,2,
balcony,2,N
bare,2,ADJ
barking,2,N
bars,2,N
battery,2,N
bay,2,N
begging,2,VG
being,2,V
bent,2,VN
berp,2,
biggie,2,
bit,2,N
bitches,2,
bitty,2,
bleed,2,V
bling,2,
block,2,N
bobby,2,N
bodies,2,N
body's,2,N
bongs,2,
boosie,2,
bother,2,V
brag,2,V
breakfast,2,N
broad,2,ADJ
brothers,2,N
brung,2,
bullet,2,N
burn,2,V
burner,2,
butterflies,2,N
caller,2,N
cards,2,N
carter,2,
ceilin',2,
center,2,N
cha',2,
chair,2,N
champion,2,N
changed,2,VN
changes,2,N
chapter,2,N
chauffeur,2,N
cheeks,2,N
chi,2,
chicken,2,N
chicks,2,N
choose,2,V
chronic,2,ADJ
cigarette,2,N
clack,2,
clarity,2,N
classy,2,
clockin',2,
cocking,2,
cola,2,
collar,2,N
college,2,N
comfort,2,N
common,2,ADJ
compared,2,VN
complicate,2,V
consume,2,V
cook,2,V
corner,2,N
count,2,V
creep,2,V
cried,2,VD
crossed,2,VD
crying,2,VG
cutie,2,
d,2,
dancin',2,
dancing,2,VG
danger,2,N
darkchild,2,
david,2,
dem,2,
deny,2,V
depend,2,V
diamonds,2,N
difficult,2,ADJ
dime,2,N
dis,2,
dis',2,
doctor,2,N
dome,2,N
dose,2,N
drama,2,N
dreams,2,N
dressed,2,VN
dry,2,ADJ
dub,2,
dumb,2,ADJ
dutch,2,
dwele,2,
early,2,ADJ
edge,2,N
effortlessly,2,ADV
emergency,2,N
equipped,2,VN
estelle,2,
everyday,2,ADJ
exactly,2,ADV
exposed,2,VN
fact,2,N
fading,2,VG
failed,2,VD
fake,2,ADJ
fallen,2,VN
fate,2,N
feeling's,2,
fighting,2,VG
fill,2,V
finest,2,ADJ
finger,2,N
fit,2,V
flashin,2,
flat,2,ADJ
flaunt,2,
flick,2,N
flight,2,N
flip,2,V
float,2,V
flow,2,N
fold,2,N
frustrated,2,VN
fuckin',2,
fucking,2,
fuego,2,
g,2,N
garden,2,N
getta,2,
gettin,2,
ghetto,2,N
goal,2,N
goodbye's,2,
goons,2,
gots,2,
granted,2,VN
great,2,ADJ
groceries,2,N
guap,2,
guaranteed,2,VN
gutta,2,
guy,2,N
h-e-a-r-t,2,
ha-ha,2,
handcuffs,2,N
handy,2,ADJ
hat,2,N
hater,2,
he'll,2,PRO
heavens,2,N
heavy,2,ADJ
held,2,VN
himself,2,PRO
hip,2,N
hollerin',2,
hoop,2,N
hopefully,2,ADV
hopped,2,VD
hottest,2,ADJ
how's,2,
hula,2,
hunt,2,V
ill,2,ADJ
illyeah,2,
imagine,2,V
imagining,2,VG
impatient,2,ADJ
important,2,ADJ
indies,2,
insane,2,ADJ
insecure,2,ADJ
intertwined,2,VN
intervention,2,N
interview,2,N
involved,2,VN
it'd,2,PRO
it-,2,
it-hit,2,
jerks,2,N
jerp,2,
jewelry,2,N
join,2,V
joint,2,N
k's,2,
keepin,2,
key,2,N
keys,2,N
kid's,2,N
kidd,2,
kidding,2,VG
knees,2,N
konvict,2,
laid,2,VN
lamborghini,2,
lap,2,N
latest,2,ADJ
law,2,N
lead,2,V
leak,2,N
legs,2,N
lethal,2,ADJ
letter,2,N
level,2,N
likin',2,
lit,2,VD
living,2,VG
lock,2,N
london,2,
longer,2,ADV
loose,2,ADJ
loss,2,N
louder,2,ADJ
loves,2,VBZ
lovin',2,
lucky,2,ADJ
lust,2,N
lyin',2,VG
magnum,2,
makin,2,
makin',2,
maserati,2,
mayor,2,N
meaning,2,N
melted,2,VN
men,2,N
mia,2,
millionaire,2,N
mind's,2,N
missing,2,VG
mmm,2,
mmm-mmm-mmm-mmm-mmm-mmm,2,
mmmmmmm,2,
model,2,N
models,2,N
money-money-money,2,
monkey,2,N
moon,2,N
muggin',2,
murder,2,N
nails,2,N
nameless,2,ADJ
napkin,2,N
naughty,2,ADJ
neva,2,
o-o-oh,2,
ohhhhh,2,
one's,2,PRO
onto,2,P
oooooh,2,
ovation,2,N
oww,2,
pack,2,N
page,2,N
park,2,N
partying,2,
pastor,2,N
patch,2,N
path,2,N
patient,2,N
patrone,2,
paved,2,VN
pedicure,2,
peek,2,
peeped,2,
pen,2,N
perks,2,
peter,2,
phantom,2,N
philippines,2,
picture,2,N
pile,2,N
pillars,2,N
pirate,2,N
plain,2,ADJ
plan,2,N
planes,2,N
playa,2,
player,2,N
plies,2,
poison,2,N
popped,2,VD
poppin,2,
possible,2,ADJ
poster,2,N
power,2,N
practice,2,N
prepaid,2,
present,2,ADJ
press,2,N
princess,2,N
problems,2,N
promised,2,VD
proud,2,ADJ
prove,2,V
pumpin,2,
pumping,2,VG
purpose,2,N
puzzle,2,N
question,2,N
quick,2,ADJ
ran,2,VD
reach,2,V
realest,2,ADJ
refund,2,N
relax,2,V
remedy,2,N
rendezvous,2,N
resist,2,V
respect,2,N
rhymer,2,
rida,2,
rides,2,VBZ
ridin,2,
riding,2,VG
rings,2,N
rodney,2,
rope,2,N
roses,2,N
rough,2,ADJ
rubber,2,N
runnin,2,
safe,2,ADJ
saint,2,N
sand,2,N
satellite,2,N
sayin,2,VG
scream,2,N
screamed,2,VD
screamin,2,
screaming,2,VG
search,2,N
seas,2,N
security,2,N
sell,2,V
semi,2,
send,2,V
serenity,2,N
serious,2,ADJ
sets,2,N
shades,2,N
shakin',2,
share,2,N
shared,2,VN
shelter,2,N
shes,2,
shoes,2,N
shoot,2,V
shootin',2,VG
shot,2,N
shotgun,2,N
shots,2,N
shows,2,VBZ
silent,2,ADJ
silly,2,ADJ
sippin',2,
sir,2,N
sittin',2,
situation,2,N
skulls,2,N
slamming,2,VG
snow,2,N
soak,2,V
soft,2,ADJ
solo,2,N
songs,2,N
soon,2,ADV
sour,2,V
special,2,ADJ
speed,2,N
stack,2,N
state,2,N
stopping,2,VG
stops,2,N
strange,2,ADJ
stroke,2,N
strong,2,ADJ
stronger,2,ADJ
stuck,2,VN
stuntinstuntinis,2,
style,2,N
sudden,2,ADJ
summertime,2,N
swallow,2,V
sweetheart,2,N
switch,2,N
table,2,N
tears,2,N
teddy,2,
tellin',2,
tells,2,VBZ
thats,2,
they've,2,PRO
thief,2,N
thousand,2,NUM
throwin',2,VG
thrown,2,VN
til,2,
toe,2,N
trains,2,N
trap,2,N
trick,2,N
trips,2,N
trouble,2,N
trucks,2,N
tupac,2,
ugly,2,ADJ
uh-huh,2,UH
umbrella,2,N
understanding,2,N
unfair,2,ADJ
upon,2,P
ups,2,N
upset,2,VN
ur,2,
va,2,
vasquez,2,
ventilation,2,N
visa,2,N
